token_id	speaker	iu_type	tu_id	span	form	type	modality	features	align
12-0	SPK1133	undefined	12	Сол	Сол	linguistic	_		Begin=15.473|End=15.953
13-0	SPK1133	undefined	13	ана	ана	linguistic	_		Begin=15.953|End=16.813
14-0	SPK1133	undefined	14	мен	мен	linguistic	_		Begin=17.220
14-1	SPK1133	undefined	14	Қытайға	Қытайға	linguistic	_		
14-2	SPK1133	undefined	14	барған	барған	linguistic	_		
14-3	SPK1133	undefined	14	кезде	кезде	linguistic	_		End=18.233
15-0	SPK1133	undefined	15	тамақтар	тамақтар	linguistic	_		Begin=18.233|End=18.813
16-0	SPK1132	undefined	16	头一次	头一次	linguistic	_		Begin=18.677|End=19.590
17-0	SPK1133	Continuing	17	тура	тура	linguistic	_		Begin=18.813
17-1	SPK1133	Continuing	17	солай	солай	linguistic	_		End=19.766
18-0	SPK1132	Rising	18	看到舅舅跳这么嗨	看到舅舅跳这么嗨	linguistic	_		Begin=19.590
18-1	SPK1132	Rising	18	дейді	дейді	linguistic	_		End=21.818
19-0	SPK1133	Falling	19	сезіліп	сезіліп	linguistic	_		Begin=19.986
19-1	SPK1133	Falling	19	кетті	кетті	linguistic	_		End=21.206
20-0	SPK1132	Rising	20	Мынау	Мынау	linguistic	_		Begin=21.818
20-1	SPK1132	Rising	20	қайсы	қайсы	linguistic	_		
20-2	SPK1132	Rising	20	үйде	үйде	linguistic	_		End=23.053
21-0	SPK1133	undefined	21	Тамақ	Тамақ	linguistic	_		Begin=22.220|End=22.933
22-0	SPK1133	undefined	22	-тар	-тар	linguistic	_		Begin=23.246|End=23.666
23-0	SPK1132	undefined	23	Ааа	Ааа	linguistic	_		Begin=25.147|End=25.523
24-0	SPK1132	Falling	24	Мынау	Мынау	linguistic	_		Begin=25.523
24-1	SPK1132	Falling	24	南山	南山	linguistic	_		End=26.496
25-0	SPK1133	undefined	25	Тамақтар	Тамақтар	linguistic	_		Begin=25.573|End=26.246
26-0	SPK1133	undefined	26	Тамақтар	Тамақтар	linguistic	_		Begin=26.373|End=26.953
27-0	SPK1133	Continuing	27	тура	тура	linguistic	_		Begin=26.953
27-1	SPK1133	Continuing	27	осылай	осылай	linguistic	_		
27-2	SPK1133	Continuing	27	сезілді	сезілді	linguistic	_		
27-3	SPK1133	Continuing	27	да	да	linguistic	_		End=28.806
28-0	SPK1133	undefined	28	андай	андай	linguistic	_		Begin=28.940|End=29.460
29-0	SPK1133	Rising	29	дәмді	дәмді	linguistic	_		Begin=30.006
29-1	SPK1133	Rising	29	да	да	linguistic	_		End=30.733
30-0	SPK1133	undefined	30	сосын	сосын	linguistic	_		Begin=30.886|End=31.226
31-0	SPK1133	undefined	31	жеп	жеп	linguistic	_		Begin=31.226
31-1	SPK1133	undefined	31	жеп	жеп	linguistic	_		End=31.746
32-0	SPK1133	Falling	32	тоқтап	тоқтап	linguistic	_		Begin=31.746
32-1	SPK1133	Falling	32	қаламын	қаламын	linguistic	_		End=32.746
33-0	SPK1133	undefined	33	Ары	Ары	linguistic	_		Begin=32.746
33-1	SPK1133	undefined	33	қарай	қарай	linguistic	_		End=33.226
34-0	SPK1133	Falling	34	өтпейді	өтпейді	linguistic	_		Begin=33.226|End=34.040
35-0	SPK1132	Falling	35	Ааа	Ааа	linguistic	_		Begin=34.174|End=34.812
36-0	SPK1133	Rising	36	Әлі	Әлі	linguistic	_		Begin=42.200
36-1	SPK1133	Rising	36	жіберіп	жіберіп	linguistic	_		
36-2	SPK1133	Rising	36	жатыр	жатыр	linguistic	_		
36-3	SPK1133	Rising	36	ма	ма	linguistic	_		End=43.520
37-0	SPK1132	Falling	37	Хууу	Хууу	linguistic	_		Begin=43.006
37-1	SPK1132	Falling	37	мә	мә	linguistic	_		End=44.340
38-0	SPK1132	Falling	38	Қарашы	Қарашы	linguistic	_		Begin=45.134|End=45.838
39-0	SPK1133	Rising	39	Не	Не	linguistic	_		Begin=45.281
39-1	SPK1133	Rising	39	дейді	дейді	linguistic	_		End=45.986
40-0	SPK1133	undefined	40	No	No	linguistic	_		Begin=46.218
40-1	SPK1133	undefined	40	violence	violence	linguistic	_		End=47.313
41-0	SPK1133	undefined	41	还学开枪	还学开枪	linguistic	_		Begin=47.320|End=48.913
42-0	SPK1133	Falling	42	дейді	дейді	linguistic	_		Begin=48.913
42-1	SPK1133	Falling	42	@@@@	@@@@	linguistic	_		End=52.107
43-0	SPK1132	undefined	43	@@	@@	linguistic	_		Begin=49.046|End=50.045
44-0	SPK1133	undefined	44	Менің	Менің	linguistic	_		Begin=52.805|End=53.281
45-0	SPK1133	undefined	45	ішімнен	ішімнен	linguistic	_		Begin=53.281
45-1	SPK1133	undefined	45	ойлап	ойлап	linguistic	_		
45-2	SPK1133	undefined	45	жүрген	жүрген	linguistic	_		
45-3	SPK1133	undefined	45	сөзді	сөзді	linguistic	_		
45-4	SPK1133	undefined	45	айтты	айтты	linguistic	_		End=54.966
46-0	SPK1133	Falling	46	деп	деп	linguistic	_		Begin=54.966
46-1	SPK1133	Falling	46	па	па	linguistic	_		
46-2	SPK1133	Falling	46	@@	@@	linguistic	_		End=56.541
47-0	SPK1132	undefined	47	@	@	linguistic	_		Begin=55.651|End=56.684
48-0	SPK1132	Rising	48	Ай	Ай	linguistic	_		Begin=57.157
48-1	SPK1132	Rising	48	қызық-ай	қызық-ай	linguistic	_		
48-2	SPK1132	Rising	48	иә	иә	linguistic	_		End=58.126
49-0	SPK1132	Falling	49	Күшті	Күшті	linguistic	_		Begin=60.013
49-1	SPK1132	Falling	49	күшті	күшті	linguistic	_		
49-2	SPK1132	Falling	49	күн	күн	linguistic	_		
49-3	SPK1132	Falling	49	өтіп	өтіп	linguistic	_		
49-4	SPK1132	Falling	49	жатыр	жатыр	linguistic	_		
49-5	SPK1132	Falling	49	әйтеуір	әйтеуір	linguistic	_		End=62.067
50-0	SPK1132	Falling	50	Мен	Мен	linguistic	_		Begin=62.946
50-1	SPK1132	Falling	50	мынаны	мынаны	linguistic	_		
50-2	SPK1132	Falling	50	қоя	қоя	linguistic	_		
50-3	SPK1132	Falling	50	салайыншы	салайыншы	linguistic	_		End=64.382
51-0	SPK1133	undefined	51	SINGS	SINGS	paraverbal	_		Begin=68.154|End=71.583
52-0	SPK1133	undefined	52	SINGS	SINGS	paraverbal	_		Begin=72.053|End=73.651
53-0	SPK1133	undefined	53	Ммм	Ммм	linguistic	_		Begin=74.751|End=75.577
54-0	SPK1133	Continuing	54	так	так	linguistic	_		Begin=76.181|End=76.724
55-0	SPK1133	Rising	55	ертең	ертең	linguistic	_		Begin=76.912
55-1	SPK1133	Rising	55	не	не	linguistic	_		
55-2	SPK1133	Rising	55	істейміз	істейміз	linguistic	_		End=78.161
56-0	SPK1132	undefined	56	Базарға	Базарға	linguistic	_		Begin=79.590
56-1	SPK1132	undefined	56	барып	барып	linguistic	_		
56-2	SPK1132	undefined	56	келу	келу	linguistic	_		
56-3	SPK1132	undefined	56	керек	керек	linguistic	_		End=80.489
57-0	SPK1132	Falling	57	Шанхайға	Шанхайға	linguistic	_		Begin=80.489|End=81.261
58-0	SPK1133	Rising	58	Базарға	Базарға	linguistic	_		Begin=80.939
58-1	SPK1133	Rising	58	барып	барып	linguistic	_		
58-2	SPK1133	Rising	58	келейік	келейік	linguistic	_		
58-3	SPK1133	Rising	58	па	па	linguistic	_		
58-4	SPK1133	Rising	58	алдымен	алдымен	linguistic	_		End=82.610
59-0	SPK1132	Falling	59	Иә	Иә	linguistic	_		Begin=82.369
59-1	SPK1132	Falling	59	иә	иә	linguistic	_		End=83.040
60-0	SPK1133	undefined	60	Сосын	Сосын	linguistic	_		Begin=82.932
60-1	SPK1133	undefined	60	мен	мен	linguistic	_		
60-2	SPK1133	undefined	60	ойлап	ойлап	linguistic	_		
60-3	SPK1133	undefined	60	отырмын	отырмын	linguistic	_		
60-4	SPK1133	undefined	60	да	да	linguistic	_		
60-5	SPK1133	undefined	60	мысалы	мысалы	linguistic	_		End=84.604
61-0	SPK1132	undefined	61	Жоқ	Жоқ	linguistic	_		Begin=84.845
61-1	SPK1132	undefined	61	我们实在不行	我们实在不行	linguistic	_		End=85.744
62-0	SPK1133	undefined	62	қазір	қазір	linguistic	_		Begin=84.966|End=85.483
63-0	SPK1132	Falling	63	мегаға	мегаға	linguistic	_		Begin=85.744
63-1	SPK1132	Falling	63	барып	барып	linguistic	_		
63-2	SPK1132	Falling	63	келеміз	келеміз	linguistic	_		End=86.604
64-0	SPK1133	undefined	64	қазір	қазір	linguistic	_		Begin=85.825
64-1	SPK1133	undefined	64	ана	ана	linguistic	_		End=86.644
65-0	SPK1133	undefined	65	сен	сен	linguistic	_		Begin=86.926
65-1	SPK1133	undefined	65	телефоныңды	телефоныңды	linguistic	_		
65-2	SPK1133	undefined	65	алып	алып	linguistic	_		
65-3	SPK1133	undefined	65	кел	кел	linguistic	_		End=88.389
66-0	SPK1133	undefined	66	сосын	сосын	linguistic	_		Begin=88.630
66-1	SPK1133	undefined	66	біз	біз	linguistic	_		
66-2	SPK1133	undefined	66	мына	мына	linguistic	_		
66-3	SPK1133	undefined	66	жерде	жерде	linguistic	_		
66-4	SPK1133	undefined	66	ойластырып	ойластырып	linguistic	_		
66-5	SPK1133	undefined	66	көрейік	көрейік	linguistic	_		
66-6	SPK1133	undefined	66	та	та	linguistic	_		
66-7	SPK1133	undefined	66	ана	ана	linguistic	_		End=91.067
67-0	SPK1133	Falling	67	суреттерді	суреттерді	linguistic	_		Begin=91.067
67-1	SPK1133	Falling	67	қайда	қайда	linguistic	_		
67-2	SPK1133	Falling	67	түсетінімізді	түсетінімізді	linguistic	_		End=92.912
68-0	SPK1132	undefined	68	Жоқ	Жоқ	linguistic	_		Begin=92.382
68-1	SPK1132	undefined	68	оны	оны	linguistic	_		
68-2	SPK1132	undefined	68	сен	сен	linguistic	_		
68-3	SPK1132	undefined	68	iPad-пен	iPad-пен	linguistic	_		
68-4	SPK1132	undefined	68	түсіріп	түсіріп	linguistic	_		End=94.563
69-0	SPK1133	undefined	69	Мен	Мен	linguistic	_		Begin=92.912
69-1	SPK1133	undefined	69	қазір	қазір	linguistic	_		
69-2	SPK1133	undefined	69	ойлап	ойлап	linguistic	_		
69-3	SPK1133	undefined	69	жатырмын	жатырмын	linguistic	_		End=94.510
70-0	SPK1133	undefined	70	ана	ана	linguistic	_		Begin=94.516|End=95.073
71-0	SPK1132	Falling	71	iPad-пен	iPad-пен	linguistic	_		Begin=94.563
71-1	SPK1132	Falling	71	жазсаң	жазсаң	linguistic	_		
71-2	SPK1132	Falling	71	болмай	болмай	linguistic	_		
71-3	SPK1132	Falling	71	ма	ма	linguistic	_		End=96.201
72-0	SPK1133	Continuing	72	Е	Е	linguistic	_		Begin=96.812
72-1	SPK1133	Continuing	72	iPad-ты	iPad-ты	linguistic	_		
72-2	SPK1133	Continuing	72	да	да	linguistic	_		
72-3	SPK1133	Continuing	72	алып	алып	linguistic	_		
72-4	SPK1133	Continuing	72	кел	кел	linguistic	_		End=97.805
73-0	SPK1133	undefined	73	телефон	телефон	linguistic	_		Begin=97.805|End=98.445
74-0	SPK1133	undefined	74	2ГИС	2ГИС	linguistic	_		Begin=98.624|End=99.248
75-0	SPK1133	Falling	75	-ті	-ті	linguistic	_		Begin=99.248
75-1	SPK1133	Falling	75	қарау	қарау	linguistic	_		
75-2	SPK1133	Falling	75	үшін	үшін	linguistic	_		End=100.274
76-0	SPK1132	Falling	76	Аа	Аа	linguistic	_		Begin=100.644|End=101.221
77-0	SPK1133	Rising	77	Коланы	Коланы	linguistic	_		Begin=106.026
77-1	SPK1133	Rising	77	онда	онда	linguistic	_		
77-2	SPK1133	Rising	77	ертең	ертең	linguistic	_		
77-3	SPK1133	Rising	77	алайық	алайық	linguistic	_		
77-4	SPK1133	Rising	77	па	па	linguistic	_		End=107.825
78-0	SPK1132	Rising	78	Нені	Нені	linguistic	_		Begin=108.469|End=109.040
79-0	SPK1133	undefined	79	Кола	Кола	linguistic	_		Begin=109.241
79-1	SPK1133	undefined	79	мен	мен	linguistic	_		End=110.033
80-0	SPK1133	Falling	80	спрайтты	спрайтты	linguistic	_		Begin=110.033|End=111.229
81-0	SPK1133	undefined	81	Қазір	Қазір	linguistic	_		Begin=115.657|End=115.906
82-0	SPK1133	Rising	82	бүгін	бүгін	linguistic	_		Begin=115.906
82-1	SPK1133	Rising	82	шай	шай	linguistic	_		
82-2	SPK1133	Rising	82	іше	іше	linguistic	_		
82-3	SPK1133	Rising	82	тұрайық	тұрайық	linguistic	_		
82-4	SPK1133	Rising	82	па	па	linguistic	_		End=117.208
83-0	SPK1132	Rising	83	Неше	Неше	linguistic	_		Begin=118.283
83-1	SPK1132	Rising	83	болды	болды	linguistic	_		
83-2	SPK1132	Rising	83	сағат	сағат	linguistic	_		End=119.106
84-0	SPK1133	Falling	84	Сағат	Сағат	linguistic	_		Begin=119.510
84-1	SPK1133	Falling	84	жай	жай	linguistic	_		
84-2	SPK1133	Falling	84	болып	болып	linguistic	_		
84-3	SPK1133	Falling	84	кеткен	кеткен	linguistic	_		
84-4	SPK1133	Falling	84	сияқты	сияқты	linguistic	_		
84-5	SPK1133	Falling	84	уже	уже	linguistic	_		End=121.120
85-0	SPK1133	Falling	85	Ыы	Ыы	linguistic	_		Begin=122.006
85-1	SPK1133	Falling	85	он	он	linguistic	_		
85-2	SPK1133	Falling	85	болып	болып	linguistic	_		
85-3	SPK1133	Falling	85	кетіпті	кетіпті	linguistic	_		End=123.322
86-0	SPK1133	Rising	86	Ладно	Ладно	linguistic	_		Begin=124.818
86-1	SPK1133	Rising	86	иә	иә	linguistic	_		End=125.719
87-0	SPK1133	Interrupted	87	Қазір	Қазір	linguistic	_		Begin=126.510
87-1	SPK1133	Interrupted	87	ішсек-	ішсек	linguistic	_	Interrupted=Yes	End=127.228
88-0	SPK1132	undefined	88	Ондай	Ондай	linguistic	_		Begin=127.174
88-1	SPK1132	undefined	88	болса	болса	linguistic	_		
88-2	SPK1132	undefined	88	су	су	linguistic	_		
88-3	SPK1132	undefined	88	қайната	қайната	linguistic	_		
88-4	SPK1132	undefined	88	салайықшы	салайықшы	linguistic	_		End=128.375
89-0	SPK1133	undefined	89	#	#	unknown	_		Begin=127.519|End=127.892
90-0	SPK1132	Falling	90	жаңағы	жаңағы	linguistic	_		Begin=128.382
90-1	SPK1132	Falling	90	ауыр	ауыр	linguistic	_		
90-2	SPK1132	Falling	90	келіп	келіп	linguistic	_		
90-3	SPK1132	Falling	90	тұр	тұр	linguistic	_		End=129.402
91-0	SPK1133	Falling	91	Е	Е	linguistic	_		Begin=129.778
91-1	SPK1133	Falling	91	мен	мен	linguistic	_		
91-2	SPK1133	Falling	91	маған	маған	linguistic	_		
91-3	SPK1133	Falling	91	да	да	linguistic	_		End=130.604
92-0	SPK1133	Rising	92	Ананың	Ананың	linguistic	_		Begin=130.604
92-1	SPK1133	Rising	92	ішінде	ішінде	linguistic	_		
92-2	SPK1133	Rising	92	уже	уже	linguistic	_		
92-3	SPK1133	Rising	92	қалмады	қалмады	linguistic	_		
92-4	SPK1133	Rising	92	ма	ма	linguistic	_		End=131.973
93-0	SPK1132	Falling	93	Аз	Аз	linguistic	_		Begin=132.335
93-1	SPK1132	Falling	93	ғана	ғана	linguistic	_		End=133.072
94-0	SPK1132	Falling	94	一点点	一点点	linguistic	_		Begin=133.335|End=134.161
95-0	SPK1133	undefined	95	Сен	Сен	linguistic	_		Begin=134.174
95-1	SPK1133	undefined	95	әлгі	әлгі	linguistic	_		End=134.838
96-0	SPK1133	Falling	96	соған	соған	linguistic	_		Begin=134.838
96-1	SPK1133	Falling	96	құя	құя	linguistic	_		
96-2	SPK1133	Falling	96	салайық	салайық	linguistic	_		End=136.040
97-0	SPK1133	Falling	97	Ойбой	Ойбой	linguistic	_		Begin=139.261
97-1	SPK1133	Falling	97	ештеңе	ештеңе	linguistic	_		
97-2	SPK1133	Falling	97	қалмапты	қалмапты	linguistic	_		
97-3	SPK1133	Falling	97	ғой	ғой	linguistic	_		End=140.786
98-0	SPK1132	undefined	98	BURP	BURP	paraverbal	_		Begin=142.067|End=142.753
99-0	SPK1133	undefined	99	Сосын	Сосын	linguistic	_		Begin=150.194
99-1	SPK1133	undefined	99	мен	мен	linguistic	_		
99-2	SPK1133	undefined	99	ойлап	ойлап	linguistic	_		
99-3	SPK1133	undefined	99	жатырмын	жатырмын	linguistic	_		
99-4	SPK1133	undefined	99	да	да	linguistic	_		
99-5	SPK1133	undefined	99	біз	біз	linguistic	_		
99-6	SPK1133	undefined	99	қазір	қазір	linguistic	_		End=152.147
100-0	SPK1133	undefined	100	сурет	сурет	linguistic	_		Begin=152.147|End=152.610
101-0	SPK1133	Rising	101	түсіретін	түсіретін	linguistic	_		Begin=152.832
101-1	SPK1133	Rising	101	жерді	жерді	linguistic	_		
101-2	SPK1133	Rising	101	ойластырып	ойластырып	linguistic	_		
101-3	SPK1133	Rising	101	алайық	алайық	linguistic	_		End=154.791
102-0	SPK1133	undefined	102	сосын	сосын	linguistic	_		Begin=155.073|End=155.669
103-0	SPK1133	undefined	103	қайсы	қайсы	linguistic	_		Begin=155.669|End=156.561
104-0	SPK1133	undefined	104	#	#	unknown	_		Begin=156.561|End=157.409
105-0	SPK1133	undefined	105	қайсы	қайсы	linguistic	_		Begin=157.576
105-1	SPK1133	undefined	105	киіммен	киіммен	linguistic	_		End=158.630
106-0	SPK1133	Continuing	106	түсіп	түсіп	linguistic	_		Begin=158.630|End=159.181
107-0	SPK1133	undefined	107	қалай	қалай	linguistic	_		Begin=159.416|End=159.966
108-0	SPK1133	undefined	108	түсетінімді	түсетінімді	linguistic	_		Begin=160.234
108-1	SPK1133	undefined	108	сен	сен	linguistic	_		
108-2	SPK1133	undefined	108	жазған	жазған	linguistic	_		
108-3	SPK1133	undefined	108	ана	ана	linguistic	_		End=161.885
109-0	SPK1133	undefined	109	方案	方案	linguistic	_		Begin=162.134
109-1	SPK1133	undefined	109	бойынша	бойынша	linguistic	_		End=163.363
110-0	SPK1133	undefined	110	сөйтіп	сөйтіп	linguistic	_		Begin=163.617|End=164.194
111-0	SPK1133	undefined	111	енді	енді	linguistic	_		Begin=164.684|End=165.228
112-0	SPK1132	undefined	112	有没有电了	有没有电了	linguistic	_		Begin=165.073|End=165.597
113-0	SPK1132	Falling	113	қарай	қарай	linguistic	_		Begin=165.597
113-1	SPK1132	Falling	113	салшы	салшы	linguistic	_		End=166.389
114-0	SPK1133	undefined	114	сәл-пәл	сәл-пәл	linguistic	_		Begin=165.664|End=166.255
115-0	SPK1133	Rising	115	ойластырып	ойластырып	linguistic	_		Begin=166.255
115-1	SPK1133	Rising	115	қойсақ	қойсақ	linguistic	_		
115-2	SPK1133	Rising	115	а	а	linguistic	_		End=167.349
116-0	SPK1132	Falling	116	有没有电了	有没有电了	linguistic	_		Begin=167.369
116-1	SPK1132	Falling	116	екен	екен	linguistic	_		
116-2	SPK1132	Falling	116	қарай	қарай	linguistic	_		
116-3	SPK1132	Falling	116	салшы	салшы	linguistic	_		End=168.684
117-0	SPK1133	undefined	117	Так	Так	linguistic	_		Begin=169.711|End=170.295
118-0	SPK1133	undefined	118	Ыыыым	Ыыыым	linguistic	_		Begin=171.744|End=172.866
119-0	SPK1133	undefined	119	百分之五十八	百分之五十八	linguistic	_		Begin=173.664|End=174.825
120-0	SPK1133	Rising	120	жететін	жететін	linguistic	_		Begin=174.825
120-1	SPK1133	Rising	120	шығар	шығар	linguistic	_		End=175.977
121-0	SPK1132	Falling	121	Иә	Иә	linguistic	_		Begin=175.020
121-1	SPK1132	Falling	121	жетеді	жетеді	linguistic	_		
121-2	SPK1132	Falling	121	жетеді	жетеді	linguistic	_		
121-3	SPK1132	Falling	121	жетеді	жетеді	linguistic	_		End=176.419
122-0	SPK1133	undefined	122	Қазір	Қазір	linguistic	_		Begin=176.604|End=177.147
123-0	SPK1133	undefined	123	туф	туф	linguistic	_		Begin=178.577
123-1	SPK1133	undefined	123	мынау	мынау	linguistic	_		End=179.543
124-0	SPK1133	Falling	124	тряпка	тряпка	linguistic	_		Begin=179.583
124-1	SPK1133	Falling	124	недеген	недеген	linguistic	_		
124-2	SPK1133	Falling	124	сасық	сасық	linguistic	_		End=180.879
125-0	SPK1132	undefined	125	平板有没有电	平板有没有电	linguistic	_		Begin=182.932
125-1	SPK1132	undefined	125	？	？	linguistic	_		End=184.322
126-0	SPK1133	Falling	126	шуаштың	шуаштың	linguistic	_		Begin=183.583
126-1	SPK1133	Falling	126	иісі	иісі	linguistic	_		
126-2	SPK1133	Falling	126	шығады	шығады	linguistic	_		End=184.469
127-0	SPK1133	Rising	127	А	А	linguistic	_		Begin=184.469|End=185.147
128-0	SPK1132	Falling	128	用这个擦	用这个擦	linguistic	_		Begin=185.100
128-1	SPK1132	Falling	128	мә	мә	linguistic	_		End=186.087
129-0	SPK1132	Falling	129	Йо	Йо	linguistic	_		Begin=196.899|End=197.778
130-0	SPK1133	undefined	130	Біз	Біз	linguistic	_		Begin=199.100
130-1	SPK1133	undefined	130	ертең	ертең	linguistic	_		End=199.845
131-0	SPK1133	undefined	131	базарға	базарға	linguistic	_		Begin=200.429
131-1	SPK1133	undefined	131	барып	барып	linguistic	_		
131-2	SPK1133	undefined	131	келіп	келіп	linguistic	_		
131-3	SPK1133	undefined	131	сосын	сосын	linguistic	_		End=202.181
132-0	SPK1133	undefined	132	қайтып	қайтып	linguistic	_		Begin=202.181
132-1	SPK1133	undefined	132	келген	келген	linguistic	_		
132-2	SPK1133	undefined	132	соң	соң	linguistic	_		End=203.765
133-0	SPK1133	Rising	133	ыы	ыы	linguistic	_		Begin=203.765
133-1	SPK1133	Rising	133	мегыға	мегыға	linguistic	_		
133-2	SPK1133	Rising	133	барып	барып	linguistic	_		
133-3	SPK1133	Rising	133	келейік	келейік	linguistic	_		
133-4	SPK1133	Rising	133	па	па	linguistic	_		End=205.536
134-0	SPK1132	Falling	134	Иә	Иә	linguistic	_		Begin=206.073
134-1	SPK1132	Falling	134	сол	сол	linguistic	_		
134-2	SPK1132	Falling	134	мегаға	мегаға	linguistic	_		
134-3	SPK1132	Falling	134	барып	барып	linguistic	_		
134-4	SPK1132	Falling	134	келейік	келейік	linguistic	_		
134-5	SPK1132	Falling	134	па	па	linguistic	_		
134-6	SPK1132	Falling	134	дегенім	дегенім	linguistic	_		
134-7	SPK1132	Falling	134	ғой	ғой	linguistic	_		End=207.664
135-0	SPK1133	undefined	135	Ақ	Ақ	linguistic	_		Begin=208.644
135-1	SPK1133	undefined	135	жейдеге	жейдеге	linguistic	_		End=209.536
136-0	SPK1133	undefined	136	##	##	unknown	_		Begin=209.624|End=210.879
137-0	SPK1132	Falling	137	Аа	Аа	linguistic	_		Begin=211.134|End=211.711
138-0	SPK1132	undefined	138	###	###	unknown	_		Begin=212.335|End=213.349
139-0	SPK1133	undefined	139	Саған	Саған	linguistic	_		Begin=213.530|End=214.187
140-0	SPK1133	undefined	140	саған	саған	linguistic	_		Begin=214.489
140-1	SPK1133	undefined	140	тоже	тоже	linguistic	_		
140-2	SPK1133	undefined	140	қарап	қарап	linguistic	_		
140-3	SPK1133	undefined	140	көрейік	көрейік	linguistic	_		End=215.637
141-0	SPK1133	Rising	141	не	не	linguistic	_		Begin=215.637
141-1	SPK1133	Rising	141	бар	бар	linguistic	_		
141-2	SPK1133	Rising	141	екен	екен	linguistic	_		End=216.717
142-0	SPK1132	undefined	142	Сол	Сол	linguistic	_		Begin=216.114
142-1	SPK1132	undefined	142	маған	маған	linguistic	_		
142-2	SPK1132	undefined	142	егер	егер	linguistic	_		
142-3	SPK1132	undefined	142	бір	бір	linguistic	_		
142-4	SPK1132	undefined	142	не	не	linguistic	_		
142-5	SPK1132	undefined	142	болса	болса	linguistic	_		End=217.597
143-0	SPK1133	Rising	143	Саған	Саған	linguistic	_		Begin=217.033
143-1	SPK1133	Rising	143	не	не	linguistic	_		
143-2	SPK1133	Rising	143	керек	керек	linguistic	_		
143-3	SPK1133	Rising	143	болды	болды	linguistic	_		
143-4	SPK1133	Rising	143	бүгін	бүгін	linguistic	_		
143-5	SPK1133	Rising	143	ештеңе	ештеңе	linguistic	_		
143-6	SPK1133	Rising	143	керек	керек	linguistic	_		
143-7	SPK1133	Rising	143	емес	емес	linguistic	_		
143-8	SPK1133	Rising	143	па	па	linguistic	_		End=219.543
144-0	SPK1132	undefined	144	Маған	Маған	linguistic	_		Begin=219.375
144-1	SPK1132	undefined	144	мұндай	мұндай	linguistic	_		
144-2	SPK1132	undefined	144	бір	бір	linguistic	_		End=220.261
145-0	SPK1132	undefined	145	休闲	休闲	linguistic	_		Begin=220.261
145-1	SPK1132	undefined	145	-ырақ	-ырақ	linguistic	_		End=220.939
146-0	SPK1132	Falling	146	白体桖	白体桖	linguistic	_		Begin=220.939
146-1	SPK1132	Falling	146	керек	керек	linguistic	_		
146-2	SPK1132	Falling	146	қой	қой	linguistic	_		
146-3	SPK1132	Falling	146	деймін	деймін	linguistic	_		End=222.161
147-0	SPK1133	Falling	147	Жоқ	Жоқ	linguistic	_		Begin=223.120
147-1	SPK1133	Falling	147	бірақ	бірақ	linguistic	_		
147-2	SPK1133	Falling	147	та	та	linguistic	_		
147-3	SPK1133	Falling	147	那个白体桖	那个白体桖	linguistic	_		
147-4	SPK1133	Falling	147	де	де	linguistic	_		
147-5	SPK1133	Falling	147	болады	болады	linguistic	_		
