token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
28-1	SPK7001	Rising	28	19	иә	иә	linguistic	_	_	End=41.504
29-0	SPK7002	undefined	29	20	ыхым	ыхым	linguistic	_	_	Begin=42.329|End=42.992
30-0	SPK7001	Rising	30	21	ертең	ертең	linguistic	_	_	Begin=45.788
30-1	SPK7001	Rising	30	21	мектепке	мектепке	linguistic	_	_	_
30-2	SPK7001	Rising	30	21	нешеде	нешеде	linguistic	_	_	_
30-3	SPK7001	Rising	30	21	барасыңдар	барасыңдар	linguistic	_	_	End=47.527
31-0	SPK7001	Rising	31	22	он	он	linguistic	_	_	Begin=47.527
31-1	SPK7001	Rising	31	22	бір	бір	linguistic	_	_	_
31-2	SPK7001	Rising	31	22	жарым	жарым	linguistic	_	_	_
31-3	SPK7001	Rising	31	22	дедің	дедің	linguistic	_	_	_
31-4	SPK7001	Rising	31	22	бе	бе	linguistic	_	_	End=48.925
32-0	SPK7002	undefined	32	23	он	он	linguistic	_	_	Begin=48.755
32-1	SPK7002	undefined	32	23	бір	бір	linguistic	_	_	_
32-2	SPK7002	undefined	32	23	деді	деді	linguistic	_	_	End=49.508
33-0	SPK7001	Rising	33	24	бастайды	бастайды	linguistic	_	_	Begin=50.323|End=50.948
34-0	SPK7001	Rising	34	25	уже	уже	linguistic	_	_	Begin=50.948|End=51.595
35-0	SPK7002	undefined	35	26	иә	иә	linguistic	_	_	Begin=51.503|End=51.961
36-0	SPK7001	Interrupted	36	27	значит	значит	linguistic	_	_	Begin=51.97
36-1	SPK7001	Interrupted	36	27	он	он	linguistic	_	_	_
36-2	SPK7001	Interrupted	36	27	жарым-	жарым-	linguistic	_	Interrupted=Yes	End=53.493
37-0	SPK7002	Interrupted	37	28	он	он	linguistic	_	_	Begin=52.803
37-1	SPK7002	Interrupted	37	28	жарымнан	жарымнан	linguistic	_	_	_
37-2	SPK7002	Interrupted	37	28	кете-	кете-	linguistic	_	Interrupted=Yes	End=53.498
38-0	SPK7002	undefined	38	28	иә	иә	linguistic	_	_	Begin=53.498|End=53.703
39-0	SPK7002	undefined	39	30	сол	сол	linguistic	_	_	Begin=53.892
39-1	SPK7002	undefined	39	30	он	он	linguistic	_	_	_
39-2	SPK7002	undefined	39	30	жарымда	жарымда	linguistic	_	_	_
39-3	SPK7002	undefined	39	30	бара	бара	linguistic	_	_	_
39-4	SPK7002	undefined	39	30	берсек	берсек	linguistic	_	_	End=55.024
40-0	SPK7002	undefined	40	30	болады	болады	linguistic	_	_	Begin=55.024|End=55.761
41-0	SPK7002	Rising	41	31	мынау	мынау	linguistic	_	_	Begin=55.898
41-1	SPK7002	Rising	41	31	емес	емес	linguistic	_	_	_
41-2	SPK7002	Rising	41	31	па?	па	linguistic	_	_	End=56.476
42-0	SPK7002	undefined	42	32	өткенде	өткенде	linguistic	_	_	Begin=56.476
42-1	SPK7002	undefined	42	32	таңдағанымыз	таңдағанымыз	linguistic	_	_	End=57.398
43-0	SPK7002	undefined	43	32	жоқ	жоқ	linguistic	_	_	Begin=57.398
43-1	SPK7002	undefined	43	32	деген	деген	linguistic	_	_	End=57.834
44-0	SPK7002	undefined	44	34	жоқ	жоқ	linguistic	_	_	Begin=58.008|End=58.35
45-0	SPK7002	Rising	45	35	басқа	басқа	linguistic	_	_	Begin=58.35
45-1	SPK7002	Rising	45	35	ма?	ма	linguistic	_	_	End=58.998
46-0	SPK7001	undefined	46	36	басқа	басқа	linguistic	_	_	Begin=58.823
46-1	SPK7001	undefined	46	36	сияқты	сияқты	linguistic	_	_	End=59.698
47-0	SPK7001	undefined	47	37	мынау	мынау	linguistic	_	_	Begin=60.3
47-1	SPK7001	undefined	47	37	сары	сары	linguistic	_	_	_
47-2	SPK7001	undefined	47	37	ғой	ғой	linguistic	_	_	End=61.243
48-0	SPK7002	undefined	48	38	сенің	сенің	linguistic	_	_	Begin=62.008
48-1	SPK7002	undefined	48	38	де	де	linguistic	_	_	_
48-2	SPK7002	undefined	48	38	қарағаның	қарағаның	linguistic	_	_	_
48-3	SPK7002	undefined	48	38	сары	сары	linguistic	_	_	End=63.119
49-0	SPK7002	undefined	49	39	бірақ	бірақ	linguistic	_	_	Begin=63.119
49-1	SPK7002	undefined	49	39	басқа	басқа	linguistic	_	_	_
49-2	SPK7002	undefined	49	39	фирма	фирма	linguistic	_	_	_
49-3	SPK7002	undefined	49	39	сияқты	сияқты	linguistic	_	_	End=64.366
50-0	SPK7001	undefined	50	40	ол	ол	linguistic	_	_	Begin=63.834
50-1	SPK7001	undefined	50	40	сары	сары	linguistic	_	_	End=64.368
51-0	SPK7001	undefined	51	41	басқа	басқа	linguistic	_	_	Begin=64.368
51-1	SPK7001	undefined	51	41	иә	иә	linguistic	_	_	End=64.936
52-0	SPK7002	undefined	52	42	қай	қай	linguistic	_	_	Begin=65.145
52-1	SPK7002	undefined	52	42	фирма	фирма	linguistic	_	_	_
52-2	SPK7002	undefined	52	42	екенін	екенін	linguistic	_	_	End=66.182
53-0	SPK7002	undefined	53	42	есіме	есіме	linguistic	_	_	Begin=66.182
53-1	SPK7002	undefined	53	42	түспей	түспей	linguistic	_	_	_
53-2	SPK7002	undefined	53	42	тұрғанын	тұрғанын	linguistic	_	_	_
53-3	SPK7002	undefined	53	42	қарасаңшы	қарасаңшы	linguistic	_	_	End=67.424
54-0	SPK7001	undefined	54	43	Хилфигер	Хилфигер	linguistic	_	_	Begin=66.618|End=67.516
55-0	SPK7002	Rising	55	44	Хилфигер	Хилфигер	linguistic	_	_	Begin=67.471
55-1	SPK7002	Rising	55	44	ме	ме	linguistic	_	_	_
55-2	SPK7002	Rising	55	44	еді?	еді	linguistic	_	_	End=68.571
56-0	SPK7001	undefined	56	45	ы:м	ым	linguistic	_	Prolongation=0	Begin=68.243|End=68.982
57-0	SPK7001	undefined	57	46	полоска	полоска	linguistic	_	_	Begin=69.22|End=70.084
58-0	SPK7002	undefined	58	47	мынау	мынау	linguistic	_	_	Begin=69.503
58-1	SPK7002	undefined	58	47	ала	ала	linguistic	_	_	_
58-2	SPK7002	undefined	58	47	бажақ	бажақ	linguistic	_	_	_
58-3	SPK7002	undefined	58	47	сияқты	сияқты	linguistic	_	_	End=70.798
59-0	SPK7001	Rising	59	48	ау	ау	linguistic	_	_	Begin=70.8|End=71.686
60-0	SPK7002	undefined	60	49	ала	ала	linguistic	_	_	Begin=71.398
60-1	SPK7002	undefined	60	49	бажақ	бажақ	linguistic	_	_	_
60-2	SPK7002	undefined	60	49	сияқты	сияқты	linguistic	_	_	_
60-3	SPK7002	undefined	60	49	деймін	деймін	linguistic	_	_	End=72.771
61-0	SPK7002	undefined	61	50	много	много	linguistic	_	_	Begin=74.561
61-1	SPK7002	undefined	61	50	много	много	linguistic	_	_	End=75.15
62-0	SPK7002	undefined	62	50	нагромождений	нагромождений	linguistic	_	_	Begin=75.15
62-1	SPK7002	undefined	62	50	да	да	linguistic	_	_	End=76.645
63-0	SPK7002	undefined	63	51	мынау	мынау	linguistic	_	_	Begin=80.176
63-1	SPK7002	undefined	63	51	ғой	ғой	linguistic	_	_	End=80.908
64-0	SPK7002	undefined	64	51	кешегі	кешегі	linguistic	_	_	Begin=80.908|End=81.529
65-0	SPK7001	undefined	65	52	ы:м	ым	linguistic	_	Prolongation=0	Begin=81.322|End=81.743
66-0	SPK7001	undefined	66	53	менікі	менікі	linguistic	_	_	Begin=81.743|End=82.357
67-0	SPK7002	undefined	67	54	енді	енді	linguistic	_	_	Begin=83.508
67-1	SPK7002	undefined	67	54	ананың	ананың	linguistic	_	_	End=84.034
68-0	SPK7002	undefined	68	54	кімнің	кімнің	linguistic	_	_	Begin=84.034
68-1	SPK7002	undefined	68	54	үстіндегісін	үстіндегісін	linguistic	_	_	_
68-2	SPK7002	undefined	68	54	қарайын	қарайын	linguistic	_	_	_
68-3	SPK7002	undefined	68	54	деп	деп	linguistic	_	_	_
68-4	SPK7002	undefined	68	54	едім	едім	linguistic	_	_	End=85.529
69-0	SPK7001	Rising	69	55	кімнің	кімнің	linguistic	_	_	Begin=86.55|End=87.175
70-0	SPK7002	undefined	70	56	¬Динаның	Динаның	linguistic	_	Anonymized=Yes	Begin=87.903
70-1	SPK7002	undefined	70	56	өзінің	өзінің	linguistic	_	_	End=88.476
71-0	SPK7002	undefined	71	56	киіп	киіп	linguistic	_	_	Begin=88.476
71-1	SPK7002	undefined	71	56	тұрғаны	тұрғаны	linguistic	_	_	_
71-2	SPK7002	undefined	71	56	бар	бар	linguistic	_	_	_
71-3	SPK7002	undefined	71	56	ғой	ғой	linguistic	_	_	End=89.419
72-0	SPK7001	undefined	72	57	а:	а	linguistic	_	Prolongation=0	Begin=89.288|End=90.072
73-0	SPK7002	undefined	73	58	мынау	мынау	linguistic	_	_	Begin=89.803
73-1	SPK7002	undefined	73	58	мынау	мынау	linguistic	_	_	End=90.855
74-0	SPK7002	undefined	74	58	ұқсас	ұқсас	linguistic	_	_	Begin=90.855|End=91.434
75-0	SPK7002	undefined	75	59	бірақ	бірақ	linguistic	_	_	Begin=91.434
75-1	SPK7002	undefined	75	59	басқа	басқа	linguistic	_	_	_
75-2	SPK7002	undefined	75	59	мынау	мынау	linguistic	_	_	End=92.155
76-0	SPK7002	undefined	76	59	қара	қара	linguistic	_	_	Begin=92.155|End=92.461
77-0	SPK7001	undefined	77	61	ы:м	ым	linguistic	_	Prolongation=0	Begin=92.266|End=93.277
78-0	SPK7002	undefined	78	62	ана	ана	linguistic	_	_	Begin=93.498|End=93.971
79-0	SPK7002	undefined	79	62	газетаның	газетаның	linguistic	_	_	Begin=93.971
79-1	SPK7002	undefined	79	62	беті	беті	linguistic	_	_	_
79-2	SPK7002	undefined	79	62	сияқты	сияқты	linguistic	_	_	End=94.808
80-0	SPK7002	undefined	80	62	болып	болып	linguistic	_	_	Begin=94.808
80-1	SPK7002	undefined	80	62	тұр	тұр	linguistic	_	_	_
80-2	SPK7002	undefined	80	62	да	да	linguistic	_	_	End=95.319
81-0	SPK7001	undefined	81	63	мына	мына	linguistic	_	_	Begin=96.322
81-1	SPK7001	undefined	81	63	футболка	футболка	linguistic	_	_	_
81-2	SPK7001	undefined	81	63	жаңағы	жаңағы	linguistic	_	_	End=97.391
82-0	SPK7001	undefined	82	63	рубашканікіндей	рубашканікіндей	linguistic	_	_	Begin=97.391|End=98.197
83-0	SPK7001	undefined	83	63	смотри	смотри	linguistic	_	_	Begin=98.197|End=98.641
84-0	SPK7002	Rising	84	65	мынау	мынау	linguistic	_	_	Begin=98.845
84-1	SPK7002	Rising	84	65	ма?	ма	linguistic	_	_	End=99.24
85-0	SPK7001	undefined	85	66	иә	иә	linguistic	_	_	Begin=99.072|End=99.55
86-0	SPK7002	undefined	86	65	иә	иә	linguistic	_	_	Begin=99.24|End=99.555
87-0	SPK7001	Rising	87	68	мынау	мынау	linguistic	_	_	Begin=99.595
87-1	SPK7001	Rising	87	68	не	не	linguistic	_	_	End=100.22
88-0	SPK7001	undefined	88	69	Франция	Франция	linguistic	_	_	Begin=101.118|End=101.777
89-0	SPK7001	Rising	89	70	иә	иә	linguistic	_	_	Begin=102.072|End=102.641
90-0	SPK7002	undefined	90	71	иә	иә	linguistic	_	_	Begin=102.703|End=103.213
91-0	SPK7001	undefined	91	72	а:	а	linguistic	_	Prolongation=0	Begin=103.357|End=103.947
92-0	SPK7001	undefined	92	73	әдемі	әдемі	linguistic	_	_	Begin=103.947|End=104.572
93-0	SPK7002	undefined	93	74	енді	енді	linguistic	_	_	Begin=104.203|End=104.603
94-0	SPK7002	undefined	94	75	тұр	тұр	linguistic	_	_	Begin=104.603
94-1	SPK7002	undefined	94	75	ғой	ғой	linguistic	_	_	_
94-2	SPK7002	undefined	94	75	міне	міне	linguistic	_	_	End=105.392
95-0	SPK7001	undefined	95	_	(H)	(H)	inhale	_	_	Begin=105.402|End=106.084
96-0	SPK7001	undefined	96	76	Париж	Париж	linguistic	_	_	Begin=106.391|End=107.72
97-0	SPK7001	undefined	97	77	Пағи:	Пағи	linguistic	_	Prolongation=3	Begin=109.288|End=110.402
98-0	SPK7001	undefined	98	_	#	#	unknown	_	_	Begin=111.118|End=111.788
99-0	SPK7002	undefined	99	78	мынау	мынау	linguistic	_	_	Begin=111.308
99-1	SPK7002	undefined	99	78	ғой	ғой	linguistic	_	_	End=111.787
100-0	SPK7002	undefined	100	79	міне	міне	linguistic	_	_	Begin=111.787
100-1	SPK7002	undefined	100	79	міне	міне	linguistic	_	_	End=112.271
101-0	SPK7002	undefined	101	80	помоему	помоему	linguistic	_	_	Begin=112.271
101-1	SPK7002	undefined	101	80	да	да	linguistic	_	_	End=112.982
102-0	SPK7002	undefined	102	81	киіп	киіп	linguistic	_	_	Begin=112.982
102-1	SPK7002	undefined	102	81	тұрған	тұрған	linguistic	_	_	End=113.619
103-0	SPK7001	undefined	103	82	а:	а	linguistic	_	Prolongation=0	Begin=114.095|End=114.629
104-0	SPK7001	undefined	104	83	да	да	linguistic	_	_	Begin=114.629
104-1	SPK7001	undefined	104	83	да	да	linguistic	_	_	_
104-2	SPK7001	undefined	104	83	да	да	linguistic	_	_	End=115.493
105-0	SPK7002	undefined	105	84	осындай	осындай	linguistic	_	_	Begin=115.324|End=115.813
106-0	SPK7001	undefined	106	85	ыхы	ыхы	linguistic	_	_	Begin=115.834|End=116.345
107-0	SPK7001	undefined	107	86	көреміз	көреміз	linguistic	_	_	Begin=118.652|End=119.266
108-0	SPK7001	undefined	108	87	Парижді	Парижді	linguistic	_	_	Begin=120.448|End=121.368
109-0	SPK7002	undefined	109	88	осындай	осындай	linguistic	_	_	Begin=120.703
109-1	SPK7002	undefined	109	88	алсаңшы	алсаңшы	linguistic	_	_	End=121.619
110-0	SPK7001	Rising	110	89	мынандай	мынандай	linguistic	_	_	Begin=122.209
110-1	SPK7001	Rising	110	89	ма	ма	linguistic	_	_	End=122.959
111-0	SPK7002	undefined	111	90	ы	ы	linguistic	_	_	Begin=122.84|End=123.166
112-0	SPK7001	undefined	112	91	не	не	linguistic	_	_	Begin=122.959
112-1	SPK7001	undefined	112	91	хочу	хочу	linguistic	_	_	End=123.618
113-0	SPK7002	undefined	113	92	күшті	күшті	linguistic	_	_	Begin=123.945
113-1	SPK7002	undefined	113	92	болып	болып	linguistic	_	_	_
113-2	SPK7002	undefined	113	92	жүресің	жүресің	linguistic	_	_	_
113-3	SPK7002	undefined	113	92	сосын	сосын	linguistic	_	_	End=124.929
114-0	SPK7002	undefined	114	_	@@@@@	@@@@@	linguistic	_	_	Begin=124.929|End=126.108
115-0	SPK7001	undefined	115	94	рубашка	рубашка	linguistic	_	_	Begin=125.3
115-1	SPK7001	undefined	115	94	болса	болса	linguistic	_	_	End=126.357
116-0	SPK7001	undefined	116	94	анандай	анандай	linguistic	_	_	Begin=126.493|End=127.095
117-0	SPK7001	undefined	117	94	пустой	пустой	linguistic	_	_	Begin=127.516
117-1	SPK7001	undefined	117	94	болғаны	болғаны	linguistic	_	_	End=128.629
118-0	SPK7001	undefined	118	94	әдемірек	әдемірек	linguistic	_	_	Begin=128.72|End=129.288
119-0	SPK7001	Rising	119	95	емес	емес	linguistic	_	_	Begin=129.288
119-1	SPK7001	Rising	119	95	пе	пе	linguistic	_	_	End=129.891
120-0	SPK7001	Interrupted	120	96	мы	мы	linguistic	_	_	Begin=131.516
120-1	SPK7001	Interrupted	120	96	а-	а-	linguistic	_	Interrupted=Yes	End=132.084
121-0	SPK7001	undefined	121	96	однотонный	однотонный	linguistic	_	_	Begin=132.084|End=132.823
122-0	SPK7001	undefined	122	96	дегенім	дегенім	linguistic	_	_	Begin=132.823
122-1	SPK7001	undefined	122	96	ғой	ғой	linguistic	_	_	End=133.618
123-0	SPK7002	undefined	123	97	менің	менің	linguistic	_	_	Begin=133.65
123-1	SPK7002	undefined	123	97	анандайдан	анандайдан	linguistic	_	_	End=134.329
124-0	SPK7002	undefined	124	97	көзім	көзім	linguistic	_	_	Begin=134.329
124-1	SPK7002	undefined	124	97	шаршайды	шаршайды	linguistic	_	_	End=135.013
125-0	SPK7002	undefined	125	98	когда	когда	linguistic	_	_	Begin=135.013
125-1	SPK7002	undefined	125	98	много	много	linguistic	_	_	_
125-2	SPK7002	undefined	125	98	много	много	linguistic	_	_	End=135.734
126-0	SPK7002	undefined	126	98	печать	печать	linguistic	_	_	Begin=135.734
126-1	SPK7002	undefined	126	98	болғанда	болғанда	linguistic	_	_	End=136.887
127-0	SPK7001	undefined	127	99	рубашка	рубашка	linguistic	_	_	Begin=137.811
127-1	SPK7001	undefined	127	99	базовый	базовый	linguistic	_	_	_
127-2	SPK7001	undefined	127	99	болғаны	болғаны	linguistic	_	_	_
127-3	SPK7001	undefined	127	99	жақсы	жақсы	linguistic	_	_	_
127-4	SPK7001	undefined	127	99	сияқты	сияқты	linguistic	_	_	End=140.061
128-0	SPK7002	undefined	128	100	мына	мына	linguistic	_	_	Begin=139.898
128-1	SPK7002	undefined	128	100	ең	ең	linguistic	_	_	_
128-2	SPK7002	undefined	128	100	біріншісі	біріншісі	linguistic	_	_	_
128-3	SPK7002	undefined	128	100	ұнайды	ұнайды	linguistic	_	_	End=141.392
129-0	SPK7002	undefined	129	100	негізі	негізі	linguistic	_	_	Begin=141.392|End=141.85
130-0	SPK7002	Rising	130	101	ақ	ақ	linguistic	_	_	Begin=141.85
130-1	SPK7002	Rising	130	101	па	па	linguistic	_	_	_
130-2	SPK7002	Rising	130	101	мынау?	мынау	linguistic	_	_	End=142.771
131-0	SPK7001	undefined	131	102	ыхым	ыхым	linguistic	_	_	Begin=142.516|End=143.777
132-0	SPK7002	undefined	132	103	и	и	linguistic	_	_	Begin=142.771
132-1	SPK7002	undefined	132	103	мынаның	мынаның	linguistic	_	_	_
132-2	SPK7002	undefined	132	103	тағы	тағы	linguistic	_	_	_
132-3	SPK7002	undefined	132	103	бір	бір	linguistic	_	_	_
132-4	SPK7002	undefined	132	103	беті	беті	linguistic	_	_	_
132-5	SPK7002	undefined	132	103	бар	бар	linguistic	_	_	End=143.992
133-0	SPK7001	undefined	133	_	(H)	(H)	inhale	_	_	Begin=144.073|End=145.004
134-0	SPK7002	undefined	134	104	біз	біз	linguistic	_	_	Begin=144.987
134-1	SPK7002	undefined	134	104	өткенде	өткенде	linguistic	_	_	End=145.777
135-0	SPK7001	undefined	135	_	(Hx)	(Hx)	exhale	_	_	Begin=145.004|End=146.288
136-0	SPK7002	undefined	136	104	бір	бір	linguistic	_	_	Begin=145.777
136-1	SPK7002	undefined	136	104	екеуін	екеуін	linguistic	_	_	_
136-2	SPK7002	undefined	136	104	көрдік	көрдік	linguistic	_	_	_
136-3	SPK7002	undefined	136	104	те	те	linguistic	_	_	End=146.65
137-0	SPK7002	undefined	137	105	сонымен	сонымен	linguistic	_	_	Begin=146.65
137-1	SPK7002	undefined	137	105	жауап	жауап	linguistic	_	_	_
137-2	SPK7002	undefined	137	105	тастадық	тастадық	linguistic	_	_	_
137-3	SPK7002	undefined	137	105	ау	ау	linguistic	_	_	_
137-4	SPK7002	undefined	137	105	деймін	деймін	linguistic	_	_	End=147.95
138-0	SPK7002	undefined	138	_	(H)	(H)	inhale	_	_	Begin=148.508|End=149.466
139-0	SPK7002	undefined	139	_	(Hx)	(Hx)	exhale	_	_	Begin=149.466|End=150.303
140-0	SPK7002	undefined	140	106	екеу	екеу	linguistic	_	_	Begin=150.303
140-1	SPK7002	undefined	140	106	ма	ма	linguistic	_	_	_
140-2	SPK7002	undefined	140	106	не	не	linguistic	_	_	End=151.382
141-0	SPK7002	Rising	141	106	бар	бар	linguistic	_	_	Begin=151.382
141-1	SPK7002	Rising	141	106	жоғы?	жоғы	linguistic	_	_	End=152.024
142-0	SPK7001	undefined	142	107	мынау	мынау	linguistic	_	_	Begin=151.709
142-1	SPK7001	undefined	142	107	не	не	linguistic	_	_	_
142-2	SPK7001	undefined	142	107	очень	очень	linguistic	_	_	End=152.527
143-0	SPK7001	undefined	143	107	екеуі	екеуі	linguistic	_	_	Begin=152.527
143-1	SPK7001	undefined	143	107	де	де	linguistic	_	_	End=153.209
144-0	SPK7001	undefined	144	_	@@	@@	linguistic	_	_	Begin=153.209|End=154.368
145-0	SPK7002	undefined	145	108	иә	иә	linguistic	_	_	Begin=153.398|End=153.85
146-0	SPK7002	undefined	146	109	сосын	сосын	linguistic	_	_	Begin=153.85
146-1	SPK7002	undefined	146	109	ғой	ғой	linguistic	_	_	End=154.313
147-0	SPK7002	undefined	147	110	соңына	соңына	linguistic	_	_	Begin=154.313
147-1	SPK7002	undefined	147	110	қалып	қалып	linguistic	_	_	_
147-2	SPK7002	undefined	147	110	қойған	қойған	linguistic	_	_	_
147-3	SPK7002	undefined	147	110	десеңші	десеңші	linguistic	_	_	End=155.687
148-0	SPK7001	undefined	148	111	солай	солай	linguistic	_	_	Begin=155.732
148-1	SPK7001	undefined	148	111	шығар	шығар	linguistic	_	_	End=156.538
149-0	SPK7002	undefined	149	112	last	last	linguistic	_	_	Begin=156.898
149-1	SPK7002	undefined	149	112	дейді	дейді	linguistic	_	_	End=157.571
150-0	SPK7002	undefined	150	113	мә	мә	linguistic	_	_	Begin=157.571
150-1	SPK7002	undefined	150	113	мынаны	мынаны	linguistic	_	_	_
150-2	SPK7002	undefined	150	113	қара	қара	linguistic	_	_	End=158.198
151-0	SPK7002	undefined	151	114	он	он	linguistic	_	_	Begin=158.198
151-1	SPK7002	undefined	151	114	төрт	төрт	linguistic	_	_	End=158.771
152-0	SPK7002	undefined	152	114	он	он	linguistic	_	_	Begin=158.771
152-1	SPK7002	undefined	152	114	бес	бес	linguistic	_	_	End=159.15
153-0	SPK7001	undefined	153	116	а:	а	linguistic	_	Prolongation=0	Begin=159.288|End=159.595
154-0	SPK7001	undefined	154	116	алайық	алайық	linguistic	_	_	Begin=159.595|End=159.834
155-0	SPK7001	undefined	155	117	дейсің	дейсің	linguistic	_	_	Begin=159.834|End=160.391
156-0	SPK7001	undefined	156	117	баспаған	баспаған	linguistic	_	_	Begin=160.391
156-1	SPK7001	undefined	156	117	сияқтысың	сияқтысың	linguistic	_	_	End=161.22
157-0	SPK7001	undefined	157	118	а	а	linguistic	_	_	Begin=161.22
157-1	SPK7001	undefined	157	118	жоқ	жоқ	linguistic	_	_	End=161.811
