speaker	span	translation
	¬Нурболатовтар әшейін.	
	Балаларының,	
	түрі.	
SPK0014	Немене дейсіз?	What did you say?
SPK0032	Ана:,	He resembles his relatives from his grandmother's side.  Resembles Kunzhan's mother.
	нағашыларына тартқан?	
	К- ай—,	
	¬Күнжанның,	
	нелеріне,	
	шешесіне.	
	Дәл сол өлгені,	Yes, just like her.
SPK0014	Соған тартқан ба сонда.	Oh, is that so, I see.
SPK0032	анау,	
	әмбе мына жерде бір бас иә,	Also, look, here there is one head...
SPK0014	Иә.	Yes.
SPK0032	артында бір бас өздерінің,	...then at the back there is their own head...
	екі бас.	...two heads.
SPK0014	Жоқ ана ұлдың басы үлкен апа.	Yes, grandma, the head of that child is big.
	Денесіне қарағанда.	Compared to his body.
	Әрең ұстайтын ғой,	He barely held it when he was little.
	бұрында басын кішкентай кезінде.	
SPK0032	Ұлдың,	I do not know for sure but there is something in his head.
	ұлдың басын,	
	әйту өзінде,	
	бірдеңесі бар.	
	Дұрыс емес.	Something is wrong.
SPK0014	Жоқ,	No...
	туған кезде,	Obvisouly when he was born.. when he was young... he could not hold his head.
	басын ұстай алмайды ғой ол,	
	кішкентай кезінде,	
	ұстай алмайтын,	
	өзі бертін ғана,	Just recently...
	жүрген кезде де бүйтіп жүреді ғой,	When he walks.. he would walk like this, always falling.
	апа ол бүйтіп,	
	құлап.	
	###.	
SPK0032	Басын көтере алмайды?	He cannot hold his head [that's why].
SPK0014	Басын әрең көтеретін енді,	He used to barely hold his head, but I do not know how he is doing now.
	қазір білмеймін.	
SPK0032	Басы үлкен бе оның,	No matter what - whether his head is big or he has a lot of brains - the fact remains: he walks tilted.
	миі көп пе әйту,	
	теңселіп жүреді.	
SPK0014	Теңселіп жүретін иә апа,	Yes, grandma, he used to walk tiltedly; that child's head is big, I do not know why.
	басы үлкен ана баланың,	
	білмеймін неге екенін.	
SPK0032	Сол басы үлкен баланы,	In our times, they used to cure those kids who had big heads because of the condition called rickets.
	баяғыда,	
	бұрын біздің заманымызда,	
	рахит деп жататын,	
	емдеп жататын.	
	Басы үлкен бала,	They used to say that a child with a big head has rickets.
	рахит болады деп.	
SPK0014	Ол немене рахит деген.	What is rickets?
SPK0032	Ауру.	A disease.
	Балалардың ауруы.	Children's disease.
	Рахит деген.	Called rickets.
SPK0014	А:.	Ah I see.
SPK0032	Денесі қисайып қалады,	Children's body get deformed,
	басы үлкен болып,	with their heads getting big, and the other places not growing... they just turned into a skeleton.
	басқа жері өспей,	
	әшейін бүйтіп,	
	сүйек болып қалады.	
SPK0014	М:.	Mmm.
SPK0032	Сонда осы,	In those cases the doctors would give them fish fat.
	балықтың майын беретін,	
	врачтар.	
	Соны ішкіз деп.	Getting them drink it.
	Әптектен алғызып.	After getting the [fish fat] from the pharmacy.
	Рахит деген жаман ауру ол.	Rickets is a very bad disease.
	Басы үлкен балалар сөйтеді.	Kids who have big heads are like that.
SPK0014	Иә апа,	Yes grandma, look at this... ... you first get the flour mixed with butter like this... when you grind the butter, it is good because it becomes like this... you see?
	осылай міне,	
	майға ұнды бүйтіп аласыз,	
	сол кезде,	
	ы:,	
	тёркылаған кезде сонысы жақсы ғой,	
	осылай болып қалады міне.	
SPK0032	Әне.	Ah look at this!
SPK0014	Жақсы.	It is good.
	Енді қазір мен,	And now I am going to make a dough by adding smetana to it.
	сметана қосып,	
	илеймін.	
	Болды.	And that's it!
	¬Жанасыл енді,	Well, so that's how it is: Zhanasyl went after his mom.
	мамасының артынан кетті енді.	
SPK0032	Иә.	Yes.
SPK0014	Бірақ Астанада апа,	But grandma, it is hard to live in Astana.
	қиын тұрған.	
	Ол жақта,	There, appartments are expensive but groceris are like here.
	қымбат негізі ана,	
	квартира қымбат бірақ продукты,	
	біз жақтікі секілді ғой.	
	Квартира қымба:т,	Appartments are expensive.
	балалар садик,	The kids, the kindergarten...
SPK0032	Квартира,	They are now saying that appartments are getting even more expensive again now in Astana.
	тағы қымбаттады де айтып жатыр әне,	
	ай-,	
	Астанада дейді.	
SPK0014	Садик қымба:т.	Kindergarten is expensive. Everything is.
	Бәрі қымбат.	
SPK0028	EXPECTORATES	
	THE_SPEAKER'S_ALARM_PLAYS	
	BLOWS_HIS_NOSE	
SPK0032	Е:,	Ehh, what can we do after all?
	қайтейік.	
SPK0014	Міне осылай,	Just like that.. keep on cutting them tiny like that...
	ұсақ қылып турай беріңіз.	
SPK0032	Жарайды осы,	Okay, I am cutting them tiny anyway.
	ұcақ қылып тұрап отырмын.	
SPK0014	Иә жақсы,	Yes, good.
	жоқ осылай турай беріңіз жақсы.	No, I mean, keep on doing like this, it is all good.
SPK0032	Сен айтқанның бәрін істеймін.	I do everything you say. I do what  people tell me to perfectly.
	Мен,	
	кісінің айтқанын бұлжытпай істеймін.	
SPK0014	Иә рақмет апа.	Yes, thanks grandma!
SPK0032	Үшке бөл дедің,	If you say cut into three pieces, I will cut into three pieces.
	үшке бөлемін.	
	Былай бөлдім,	I cut one like this.
	мынаны төрт,	This one - four.
	міне бүйтіп бүйтіп алып,	After cutting them like this, I cut again horizontally.
	көлденең тағы бір бөлдім.	
SPK0014	Иә.	Yes.
SPK0032	Аха.	Aha.
SPK0014	Жақсы апа.	Grandma, it is good!
	Ана просто,	It is just that if use a blender, you know that thing that automatically cuts for you and goes drrr-drr... if I do using it, then it grinds them into too tiny piece.
	неге істесем,,	
	блендрға,	
	анандай,	
	автоматический,	
	дыр дыр деп,	
	бүйтіп,	
	кесіп беретін бар ғой?	
SPK0032	Иә.	Yes.
SPK0014	Соған істейтін болсам ол,	
	кішкене не,	
	(H)	
	қатты ұсақтатып жібереді.	
	Адамның қолына жетпейді,	Still it does not compare to a human hand.
	босқа да,	
	кескенге.	To cutting by hand.
	Кішкене сметана қосып жіберейін.	Let me add just a little bit of smetana.
	SINGS	
	(Hx)	
	Мына жері,	This part of it...
	мынаның бәрін алып,	Let me take all this...
	бүйтіп,	... and do like this...
	###.	
	¬Жанат ерте тұрды ғой че-то.	Surprisingly Zhanat is awake early today.
SPK0032	А.	Come again?
SPK0014	¬Жанат бүгін че-то ерте тұрды ғой деймін.	I am saying that for some reason Zhanat got up early today.
SPK0032	Кім.	Who?
SPK0014	¬Жанат.	Zhanat.
SPK0032	¬Жанат.	Zhanat.
	Өй таңертең келді әке.	Oh, he came home very early in the morning!
SPK0014	Иә?	Yes!
	Таңғы сағат алтыда келді ме?	I think it was around 6 o'clock, right?
	#?	
SPK0032	Иә?	Yes.
	Жай ##.	He came back very late.
SPK0014	Сөйтеді олар.	That's why they [the young people these days] do.
SPK0032	Жай жатады.	They go to bed late.
	Үйге жарық түсіп қойған ##.	It was already sunny indoors.
SPK0014	Қазіргі заманның балалары,	Kids these days...
	түн түн мен,	... night and...
	түн деген оларда,	they have no night...
	жоқ ол,	... they do not sleep normally.
	нормально ұйықтамайды.	
	Сотка:.	Phones.
	Далада жүреді.	They wander outside.
SPK0032	Сол бір жерде отырады ғой иә.	They wander around one place, right?
	Әйтпесе,	Because otherwise people are not normally out at night, working as cab drivers.
	түніменен кіселер жүрмейді ғой енді,	
	таксовать етіп.	
SPK0014	Білмеймін ол не істейтінін.	I do not really know what he does.
	Жұмыс істейді негізі ¬Жанат.	Zhanat actually works at night.
	Түнде.	
SPK0032	Е?	Ah, really?
	Не істейді.	What does he do?
SPK0014	Развозка жасайды дей ме,	I think it was something like transportation... he said something, and I do not understand it.
	бірнәрсе дейді түсінбеймін.	
SPK0032	Анау еріккен,	Other than those guys and girls who have nothing to do...
	ұлдар мен қыздардан басқа,	
	ана жақта бір әгі,	There in one place where people usually sit, [he] sells beer in a shop like this.
	отыратын жерде,	
	сыра сатады,	
	мынандай магазинде.	
SPK0014	Кім,	Who?
	е Ә-,	
SPK0032	Е магазин бар ғой.	There is a shop.
SPK0014	¬Әкөш пе.	You mean Akosh?
	¬Әкөш пе.	Akosh?
SPK0032	Иә.	Yes.
	Свет жанып тұр.	Oh the lights are working.
	Бағана жоқ болатын.	Just the other time they were gone.
SPK0014	Жоқ ана неде жоқ.	No, the lights are gone there, in that place...
SPK0032	#.	
SPK0014	Ваннада бар,	.. the lights are working in the bathroom, but not in the toilet...
	неде жоқ.	
	Туалетте жоқ.	
SPK0032	Е:.	Ah, I see.
	Туалетте жоқ па.	Oh so the lights are off in the toilet?
SPK0014	Міне осындай тесто шығады апа.	Grandma, look, this is the kind of dough that we get at the end.
SPK0032	A:.	Come again?
SPK0014	Осындай тесто шығады.	We get a dough like this.
	Осы тестоны қазір,	Then we put away this dough like this.
	қойып қоямыз осылай,	
	туру керек ол.	It should rest.
SPK0032	Бетін жауып қой,	Cover it with a plastic bag.
SPK0014	Иә бетін жауып қоямын,	Yes, I will cover it.
SPK0032	целлофанмен.	
SPK0014	қазір иә.	Yes, now.
SPK0032	Ана қолыңдағыңның,	Take all this in your hand off too.
	бәрін ал ана.	
	Ана арғы жағындағы ####.	The ones at the back...
	Тұрады сол,	Let it rest like this.
	содан кейін анадығы тұрсын,	
	сөйтіп демалып.	
SPK0014	Дем алып алады.	It rests up.
	Оны мен,	I will cover it with the lid.
	бетін,	
	қақпағымен жауып қоямын.	
SPK0032	Бірдеңе жауып қоя иә,	Yes, cover with something.
	қақпағынан дем алады.	It will breath through the lid.
SPK0014	Иә әйтпесе,	Yes, otherwise the dough will be blown by the wind.
	үрленіп кетеді.	
	Желмен.	
	Ауамен.	By the air.
	Такс.	Alrighty...
	OPENS_TAP_WATER	
	Енді,	And now...
	енді бүйтеміз апа.	Now, grandma, we are going to do the following.
SPK0032	Ау.	Go on.
SPK0014	Сіз турай беріңіз.	You keep on chopping.
	Сіз турай беріңіз,	You keep on chopping, and I will do whatchamacallit...
	немене істейміз қазір,	
	не бар ғой,	.. you know that thingy...
	немене еді,	...whatchamcallit...
	немене,	...that thingy...
	ы:,	
	мен қазір,	I will now blend....I will make the nuts go 'drr-drr'.
	орехтарды блен—	
	Дыр дыр еткіземін.	
SPK0032	А.	What?
SPK0014	Орехтарды,	I will make the nuts go 'drr-drr' (I will grind them).
	дыр дыр еткіземін.	
SPK0032	Е:.	Ah ok.
SPK0014	Үгітемін.	I will grind them.
SPK0032	Е Алла.	Oh Allah!
	Мына жерге әкелсеңші.	Bring it here.
	###.	
SPK0014	Жоқ мына жерге істеймін апа.	No, I will do it here, grandma.
SPK0032	#,	
	Е:.	Okay.
SPK0014	Бір пахлава істеймін деп,	To do one pahlava, you have to be bother yourself like this many things...
	осылай жүресіз міне,	
	қатты,	It is not a lot of work, but...
	көп,	
	не емес?	
	Жұмыс емес?	
	Бірақ,	
	не керек қой,	... what is needed is..
	сөйтіп біреу турап берсе мынаны,	...if only someone can help you chop these...
	жақсы.	that is very good,
	Мен турағанды ұнатпаймын просто.	I just do not like chopping stuff.
	Алдында,	The other time...
	ең алғаш рет жасаған кезде,	... when I made it for the first time...
	¬Бағдат апай рецепт берді ғой,	auntie Bagdat gave me the recipie...
	соған қарап жасаған кезде,	...when I did everything according to it...
	ы:,	
	кішкене ішіне,	...I put a little too much of the filling.
	көп салып қойыппын.	
SPK0032	Ол,	She never chops these things; she puts them in the filling as they are..
	мынаны,	
	турамайды,	
	өстіп ішінде бірақ жүреді.	
SPK0014	Жоқ?	No!
	Ол,	
	турайды ол кісі.	She cuts them too. She does.
SPK0032	А.	Come again?
SPK0014	Ал кісі турайды.	
SPK0032	Турайды ма?	Does she?
SPK0014	Просто мен кішкене,	It is just that I put a little too much...
	көбірек салып қойыппын алдында.	
	Осы жолы дәл болу керек.	This time it should be just enough.
	Ой,	Auntie Bagdat is so nimble and domestic!
	¬Бағдат апай пысық қой апа.	
SPK0032	Ау.	What do you say?
SPK0014	¬Бағдат апай пысық қой деймін.	I am saying that auntie Bagdat is very domestic and nimble!
	Бәрін істейді ғой.	She does everything!!!
	Лезде.	Very quickly.
	Тарс тарс тарс етеді.	Going 'tars-tars-tars'.
	BLENDS_NUTS	
	Міне.	Look.
	(Hx)	The nuts are ready.
	Орехы дайын.	
	Такс.	Alright...
	Енді бізге не керек.	What do we need now...
	Бір кәсе,	We need one bowl of sugar.
	қа:нт керек.	
SPK0028	А мама,	Mom...
	ой,	oh no...
	¬Асыл тамақ бар ма.	Asyl, is there any food?
SPK0014	Бар тамақ.	There is food.
	Кешегі тамақ,	Zhanat, it is yesterday's food though.
	бірақ ¬Жанат.	
SPK0028	А.	Come again?
SPK0014	Кешегі тамақ.	Yesterday's food.
SPK0028	Мен жеген жоқпын ғой кешегі тамақты.	I never ate yesterday's food.
SPK0014	Макарон.	Pasta.
SPK0028	Е:,	Okay, give me some.
	берші.	
	Бар ма ##.	Is there any left?
SPK0014	Бар.	There is.
	PUTS_FOOD_INTO_THE_MICROWAVE	
	I wanna sing	
	I wanna shine	
	Такс.	Alrighty...
	Ой апа.	Oh my, grandma!
	Үйде жұмыртқа жоқ қой.	There are no eggs left apparently!
	Мәссаған.	Oh my god!
	Жұмыртқа алып келейін.	Let me fetch some eggs.
	Мен жұмыртқа,	I thought we had eggs... there are no eggs apparently...
	бар ма деп жатсам.	
	Жұмыртқа жоқ екен.	
	Мынаған,	For this we need eggs, you know.
	жұмыртқа керек қой.	
SPK0032	Енді алып келесің бе.	Are you going to bring some now?
SPK0014	Алып келемін барып.	
	¬Жанатқа айтыңыз иә.	Please tell Zhanat to take his food from the microwave himself and eat the food, ok?
	Тамағын өзі алып,	
	микроволновкадан іше берсін.	
SPK0028	WATCHES_SOMETHING_ON_PHONE	
