speaker	span	translation
	Басым ауырады,	Your grandpa is saying that his head hurts these days.
	басым ауырады деп жүр атаң.	
	Бір күні сылқиып қала ма.	I wonder if one day he will just go weak...
SPK3011	(Hx)	
SPK0014	Естисіз бе ата?	Will you listen, grandpa?
	Апай,	To this guy?
	би—	
	мынаны,	
	баланы,	
	бетін ашқанын.	To his unveiling of the kelin.
SPK3010	Естиін.	Let me listen.
SPK3011	(Hx)	
SPK0014	Дауысын шығарып берейін дегенмін,	Let me turn up the volume a bit if you wish to listen.
	естігіңіз келсе кішкене.	
SPK3010	Иә.	Yes.
SPK0014	Аха.	Okay, here you go.
	Міне.	
	¬Қайраттың досы екен.	Apparently he is Kairat's friend.
SPK3010	М:.	Mm.
SPK0014	Өскеменнен,	From Oskemen.
	келіпті Алматыға ¬Мерей.	He came to Almaty apparently. [His name is] Merey.
	Осылай бетті ашады ғой деймін.	This is how he unveils the kelin.
SPK3010	М:.	I see.
SPK3011	Өскеменнен барып па.	Did he come all the way from Oskemen?
SPK0014	Иә Өскеменнен,	Yes, from Oskemen.
	¬Қайрат—	I am not sure completely but they seem to have studied together in Oskemen, apparently.
	Өскеменде бірге оқыған дейді ме?	
	Білмеймін.	
SPK3011	Е:.	Oh I see.
	А қазір,	But now, I guess his friend lives here.
	осында тұрады ғой деймін жолдасы.	
SPK0014	Білмеймін ##,	I am not really sure about that, grandpa.
	білмейді екенмін ол жағын.	
SPK3011	(Hx)	
	Дауысы шықпайды ма мынаның.	Does not its volume go even higher?
SPK0014	Шықпайды ата,	No, granpa.
	шықпайды.	
SPK3011	Мынаудың.	The volume of this?
	Сен осы ¬Аcыл баяғыда біз жаққа келіп әгі,	Asyl, remember you some time ago came to our place, and we moved the barrels and stuff, which you all took the video of?
	бөшке таскатьтап,	
	ана мынау карточкіге түсірдің ғой соны,	
SPK0014	Е ол да бар,	I also have that one, if you wish to watch.
	көргіңіз келсе.	
SPK3011	Интернетке салып жібердің бе сен.	Did you publish it on the internet?
SPK0014	Мен салған жоқпын оны,	I did not.
	ол салынып қойған иә.	It was published by some people.
SPK3011	А.	Oh I see.
SPK0014	Иә иә.	Yes yes.
SPK3011	Жоқ оны интернетке салып жіберіп пе едің сен.	No, did you post it on the internet?
SPK0014	Иә.	Yes.
SPK3011	Енді қазір,	"It is just that some people watch me. Some girls tell me: ""Uncle, I see you on the internet all the time."
	біреулер көреді баяғы.	
SPK0014	Сізді көрген мына жақта,	Yes, they saw you on this side.. They all saw you.
	барлығы көрген иә.	
SPK3011	Жоқ әгі бір,	
SPK0014	Иә.	Yes
SPK3011	қыздар айтады,	
	ой аға,	
	мен сізді,	
	ылғи көремін дейді Интернеттен.	
	Ол қалай көреді дегенім ғой.	I was just wondering how this is possible.
SPK0014	@@	
	Сол жерден көретін шығар.	I think they watch you from that place.
	Ы?	
SPK3011	Әгі огородта жүргенді бір түсірдің ғой сен.	Remember you shot some video in the garden?
SPK0014	Иә,	Yes yes, I think they meant that one.
	сол сол ғой деймін.	
SPK3011	####.	
	(Hx)	
	Енді сен өзің,	Are you finishing your stuidies this yer?
	биыл бітесің бе оқуды.	
SPK0014	Жоқ ата бітпеймін.	No, grandpa.
SPK3011	Енді қашан бітесің.	When will you?
SPK0014	Бітпеймін мен әлі.	I do not know yet.
SPK3010	Әлі бітпеймін дейді ол,	He said he would not finish yet.
	осы,	He still has one more year to go.
	оқуының бір жылы бар,	
	келесі жылы оқитын.	Next year..
	Одан кейін,	Then after that... he will go to the US to study.
	неге барады әгі,	
	Америкаға барып оқиды.	
SPK3011	Ойба:й.	Oh my!
SPK3010	Америка ма еді?	Was it the US?
SPK0014	Білмеймін көреміз иә.	I do not know. We'll see.
	Басқа жаққа барып оқимын ғой.	I will study at some place else overseas.
	Фото көресіз бе апа мынау,	Grandma, do you want to see photos? Otherwise, this guy will be unveiling the kelin for a little too long...
	мынау,	
	көп сөйлейді қазір,	
	## бетін аша:ды,	
	мына жерде,	
	мәңіз,	
	мен міне сізге ##.	
SPK3010	Ақша салып жатыр ма.	Are they giving money?
SPK0014	Салып жатыр иә.	They are.
	Ақша с- ға-,	Do you want to see how they are giving money?
	ақша салғандарын,	
	көрсетейін бе сізге.	
SPK3011	Ақшаның бәрін,	All the money was given to Aisulu, is that true?
	¬Айсұлуға береді дейді ғой?	
	Әгі,	That...
	неге,	I think they will give the money to ###, most likely.
	#### береді ме,	
	сөйтеді ғой ол.	
SPK0014	Жо:қ,	No, what is meant is that all the money will be given to aunt Aisulu and uncle Bakyt.
	ақшасын барлығын дейді,	
	а—	
	ата.	
	Қазір ¬Айсұлу апай мен,	
	¬Бақыт аға алады дейді.	
SPK3011	А:.	Oh I see.
	Е:.	Oh I see.
SPK0014	Міне.	Here, look.
	Міне ¬Айсұлу апай сүйіп жатыр бетін келіннің.	Here aunt Aisulu is kissing the kelin's face.
SPK3010	М:.	I see.
SPK0014	Міне,	Here... Aisulu aunt put some money in...
	¬Айсұлу апай салды:,	
	сосын кім салады.	Then who else is putting in...
	Қазір.	Let me see now...
SPK3011	Ы:,	Bakyt will do so now.
	¬Бақыт салады қазір.	
SPK0014	Жоқ,	No, only aunt Aisulu put money in.
	¬Айсұлу апай ғана салды.	
	Қазір енді,	Now will Bakyt come to the front.
SPK3011	¬Бақыт—	Bakyt...
SPK0014	¬Бақыт шығады қазір.	
SPK3011	¬Бақыт шығатын шығар қазір.	Probably Bakyt will come now. They both should put money in after all.
	Екеуі де салады ғой ##.	
SPK0014	М:.	Mm.. just wait a little.
	Қазір.	
	Міне міне міне міне.	Here here here here here.
	Қазір сосын көрсетемін.	I will show how Bakyt put money in later.
	Салғанын.	
	Билеп кетті барлығы.	Everyone started dancing.
SPK3011	Мы- мы- мынау,	This, they said, is his boss.
SPK0014	Тұрып кетті.	They all got up from their places.
SPK3011	мынау деді ғой әгі бастығы,	
SPK0014	А:.	Oh I see.
SPK3011	кімнің,	Kairat's boss.
	¬Қайраттың мынау.	
SPK3010	Қайсы.	Which one?
SPK3011	Мынау мынау мынау міне.	This one here.
SPK3010	Е:.	Oh I see,
SPK3011	Мына нені,	They said he paid for all the expenses at this restaurant.
	ресторан затратын бірақ жапты дейді ғой.	
SPK3010	Бірақ жаптырды дейді?	What? Paid for everything?
SPK3011	Бірақ төлеп шығыпты өзі.	He himself alone paid for everything here.
SPK3010	Е:.	Oh I see.
SPK3011	Төрт,	Apparently this wedding cost 4-5 million tenges.
	бес миллион кеткен дейді ме,	
	осы тойға.	
SPK0014	Білмеймін ата,	Grandpa, I don't know. They said that much.
	сонша кетті дейді.	
SPK3011	Бес миллион,	Did they say 5 million, I am not sure...
	деді ме.	
SPK3010	Тох,	Oh! You will break that bed soon!
	төсек сындырар.	
SPK0014	@@@ ап- ап—	Ha ha, grandma, stop it!
SPK3010	Бар салмағыңмен.	With all your weight!
SPK0014	Қойыңзшы апа.	
	Отыра берсінші.	Let him sit.
SPK3010	Алла:.	Oh God!
	Төсек сынады,	The bed will break after this.
	мынадан.	
SPK3011	Төсек сынбайды,	It will not break. It is made from Soviet iron.
	##,	
	жасаса,	
	советский,	
	железо.	
SPK0014	Мәссаған,	Oh wow! The cake is so big! Take a look! Here...
	торт недеген үлкен.	
	Қараңыз.	
SPK3010	Кәне.	Where where?
SPK0014	А міне,	
	ой.	Hold on...
	А торт па мынау?	Is is the cake?
	Торт болды ма не болды.	Is it the cake or something else? I don't quite understand.
SPK3011	(Hx)	
SPK0014	Міне.	Look, here.
	Торт.	The cake.
	Міне торт.	Here is the cake.
	Үлке:н торт.	Big cake.
SPK3010	М:.	I see.
SPK0014	Это торт же мам.	This is the cake, yes, mom?
SPK0027	А.	Come again?
SPK0014	Это же,	This is the cake right? Big cake...
	торт большой.	
SPK0027	Қайсы.	Which one?
SPK0014	Вот этот,	This one, which is standing right here.
	который вот стоит здесь.	
SPK0027	Иә,	Yes.
	үш бүйткен торт иә.	Three cakes like this.
SPK0014	М:.	Hmm, I see.
	Круто.	Cool.
	Типа асты,	Like the bottom is also cake?
	тоже торт па не.	
SPK3010	М:.	Mm.
SPK0027	Асты торт емес?	No the bottom is not cake.
	####,	
	ана,	It is just a thing inside which there are plates and stuff like that.
	тарелка,	
	сондай,	
	тұрған.	
SPK0014	Ой,	Oops, I thought this whole thing is just one big cake!
	я думал,	
	мынау өзі торт үлкен ##.	
SPK0027	Жоқ,	No, it is just three cakes like this... Three seperate cakes [layers of cake?]
	үш бүйткен,	
	үш,	
	отдельный торт.	
	Кескенге күшті ғой анау.	It is actually very convenient to cut it.
SPK0014	Все понятно.	Oh, now I understand.
	Міне,	Look. They are cutting the cake now.
	торт кесіп жатыр әне.	
SPK3010	М:.	Mm.
SPK0014	Міне келініңіз.	Here is your kelin...
	Қаз—	
	келініңіз,	Your kelin is apparently is an athlete.
	спортсмен екен.	
SPK3010	А:.	Oh really? I see.
SPK0014	Ол ана,	She does that... whachamacallit... what kind of sports was it?
	немене деді,	
	қандай спорт түрі?	
SPK3010	¬Сәния.	Saniya.
SPK3011	Жамбы ату.	Zhamby atu.
SPK0014	Жамбы ату дейді.	Yes, zhamby atu.
	Ана,	Apparently this is when you ride a horse and...
	немене,	
	атта,	
	атта отырады екен де,	
SPK3011	атпен шауып келе жатып,	One should shoot the target using a bow while riding a horse...
SPK0014	аттың үстінде,	
SPK3011	садақпен,	
SPK3010	М:.	Mmm.
SPK0014	иә иә.	Yes.
SPK3011	тізіп қойған,	
	жамбы мешень дейді,	
	соны атып,	One should shoot that thing down.
SPK3010	Иә.	Ah, really?
SPK3011	түсіреді.	
	Кинодан көрдім,	I saw it on a film.
	#####.	
SPK0014	Қазір соны көрсетемін сізге,	I will show you now.. The video in which Saniya is shooting...
	¬Сәниянің,	
	атып жатқанын көрсетемін.	
SPK3011	Иә.	Yes.
	Содан чемпион дейді ғой қазір.	They say they are a champion in this now.
SPK0014	Иә,	Yes, they said she is a champion.
	чемпион дейді,	
	иә?	
	Чемпион дейді.	
SPK3010	Ана екеуі кім,	Who are those two people who are standing over here?
	мына тұрған.	
SPK0014	Тамада ғой апа,	Grandma, it is just tamada.
	тамада.	
SPK3010	А:.	Ah I see.
SPK0014	Міне мынау ¬Қайрат,	Here, look, this is Kairat and this is Saniya.
	мынау ¬Сәния.	
SPK3010	Е анау,	Oh is that Kairat?
	¬Қайрат па ей,	
	шашын көтеріп алып тастаған.	The one who cut their hair a little higher?
SPK0014	Міне міне.	Here here.
SPK3011	(Hx)	
	(Hx)	
SPK0014	Міне,	Look, this is uncle Kabanbay and Saken.
	¬Қабанбай,	
	аға мен,	
	¬Сәкен.	
SPK3010	М:.	Mmm.
	Тох,	Meh just look at them, even hugging each other ahah
	құшақтасып қалыпты ғой.	
SPK0014	Міне,	Look.
	¬Айсұлу апай мен ¬Бақыт аға.	This is aunt Aisulu and uncle Bakyt.
