speaker	span	translation
SPK3007	Түрік.	
SPK3011	¬Жалелдің келіншегі.	
SPK3007	Құдалар емес,	They took the photos of themselves, not of their qudalar.
	өздері ғана түсіпті ғой,	
	міне бәрі.	Look at all these.
	(H) (Hx)	
	Құдағилар жоқ.	There are no qudagilar here.
	Құдаша құдағи.	Qudasha, qudagi.
SPK3011	Құдаларың жоқ,	Well I cannot see the quda at all here.
	че-то совсем.	
SPK3007	Е міне жүр,	He is here... look... the big one... with a beard.
	міне,	
	жоян,	
	сақалы бар әне.	
SPK3011	А.	Where?
SPK3007	Тақ—	An old man wearing a tymak or something like that.
	Немене киіп,	
	##,	
	тымақ па,	
	бердеңе киіп жүр ғой әне.	
	Шал.	
	Сексен бәлембайдағы.	Who is around 80 something.
SPK3011	Мынау.	This one?
SPK3007	Иә.	Yes.
SPK3011	Мынау ма.	You mean this one?
SPK3007	Иә.	Yes.
	Сол әгі ненің,	Yes, apparently he is the father of the qudagi.
	құдағидың әкесі екен.	
SPK3011	Е:.	I see.
SPK3007	А:,	The parents of those...
	аналардың әке-шешелері,	I mean of the quda...
	құданың,	..they are apparently also sick.
	а-,	
	ауырады екен.	
	Тоже,	
	бар екен.	
	Олар да үлкен кісілер секілді.	They are also like big people.
SPK3011	М:.	I see.
SPK3007	Олар міне жүр,	Look, they are here, dancing.
	билеп.	
SPK3011	Сол,	So apparently quda's father is still alive.
	құданың әкесі бар екен ғой.	
SPK3007	Бар екен.	Yes, apparently so.
SPK0027	Келген жоқ ол кісілер,	They did not come. They are sick, they say.
	ауырады дейді.	
SPK3007	Ауырады екен тоже.	They are sick, they say.
SPK0014	Қалай ауырады екен.	How exactly sick?
SPK3011	Ана,	That...
	құдағидың,	is the grandfather of the qudagi also there?
SPK0027	Айтқан жоқ,	They did not tell us how exactly they are sick.
	қалай ауыратынын.	
SPK3011	атасы жүр иә.	
SPK3007	Құдағидың:,	The grandfather of the qudagi is still alive, look here.
	а- атасы,	
	әкесі жүр әне көр,	
	тірі екен.	
	Сексен бәлембайға келіпті.	Apparently he is 80 something.
SPK3011	Е:.	I see.
SPK0027	Сексен бірде.	He is 81.
SPK3007	Сексен бірде деді.	They say he is 81.
SPK3011	Білмеймін.	I do not know.
SPK3007	Әне.	There you see.
SPK0027	Шешесі,	Her mother is 76 years old.
	жетпіс алтыда.	
SPK3007	Мынау,	This is...
	кіре бергенде,	They just begin pouring [alochol?] right when you enter...
	әшейін,	
	құя береді екен,	
	міне мынау орыстар.	..these Russians.
	Әгі ¬Қайраттың,	This is Kairat's restaurant...
	мынау рестораны,	
	мынау.	
SPK3011	А:.	Ah I see.
SPK3007	Міне.	Look.
	Мынадан,	You enter from here...
	кіресің міне,	
	бос,	...and you do not get bored before the wedding party starts.
	той басталғанша,	
	бос жүрмейсің,	
	әйту бірдеңе міне,	There is always something to be found to entertain yourself.
	бәрі бар.	
SPK3011	Отырып,	You just sit down and drink.
	іше бересің.	
SPK3007	###,	
	іше бересің.	You just drink...
	Түрегеп тұрып жей—	You can do so while standing even...
	Отырмайсың.	You may not even sit.
SPK3011	Е:.	Oh I see.
	Кісілердің бас-аяғына қарамайды.	It does not matter if everybody came or not?
SPK3007	Қараймайды жай өзің,	No.... you see while you are waiting [for the wedding to start]...
SPK3011	#.	
SPK3007	тосып жүрсіңдер ғой,	
	бас аяғы,	Everything is there waiting for you...all the drinks and stuff. Just look here.
	жиналғанша міне.	
	Бәрі,	
	құйылып,	
	дайын тұр,	
	қарасаңшы.	
SPK0014	Той нешеде басталды.	When did the wedding start?
SPK3011	Е:.	Oh I see.
SPK0027	Үштен кейін.	After 3 pm.
SPK3011	М:.	Mmm.
SPK0014	Үште басталды ма той.	Did the wedding start at 3?
SPK3011	Ой.	Oh.
SPK0014	Нешеде бітті.	When did it end?
SPK3007	Той ма.	You mean the wedding?
SPK3011	Сегіз.	8.
SPK3007	Өзі алты,	I guess it ended at about 6-7.
	жеттіде ме.	
	бітіп қойды ғой деймін.	
SPK3011	Ограниченный уақыты бар екен ғой,	Apparently the restaurant has a restricted schedule.
	ресторанның.	
SPK0014	¬Санжар үлгерді ме.	DId Sanzhar make it to the wedding in time?
SPK3007	Міне ¬Қайсар.	Here, look, this is Kaisar.
SPK3011	Е:.	Oh I see.
	¬Қайсарың,	Kaisar...
	е:.	
SPK3007	Сол қалпы.	He is just the same way he was [he did not change]. Normal.
	Нормальный.	
SPK3011	Е:.	Oh, I see.
SPK0014	¬Қайсар,	Kaisar looks like you, grandad, right?
SPK3007	¬Қайсар осы.	This is Kaisar.
SPK0014	сізге ұқсайды ғой,	
	иә ата ол.	
	Чем-то.	In some aspects.
SPK3007	Енді бауыры ғой туған.	Well obvisouly so because he is your granddad's younger brother.
SPK3011	Е:.	
SPK0014	Ұқсайды сізге.	He looks like you.
SPK3007	Келемін демейді ме,	Does he have any plans to come visit?
	біз жаққа.	
	Жазда.	In summer.
SPK0014	Міне мынау.	Look, this one.
SPK3007	Мынау ¬Сәкен,	This is Saken and us.
	біз.	
SPK3011	Ойбай.	Oh my.
SPK0014	¬Айсұлу.	Aisulu.
SPK3007	¬Айсұлу.	Aisulu.
SPK3011	Е:,	
	мен,	I...
	мынау,	This..
	кім мынау.	Who is this?
SPK0014	¬Айсұлу.	Aisulu.
SPK3007	¬Айсұлу.	Aisulu.
SPK3011	Е:,	Oh, it is Aisulu apparently.
	¬Айсұлу екен ғой.	
	(Hx)	
SPK0014	Шашын бояп тастаған ба,	Did she dye her hair or it have turned grey?
	әлде ағарып кеткен бе.	
	@	
SPK3011	(Hx)	
SPK3007	Өзі солай істеген ғой.	It is just how she did her hair.
	Міне мынау ресторан.	Here, look, this is the restaurant.
	#######.	
SPK3011	Мынау,	This...
	¬Қайраттың рестораны ғой.	This one is Kairat's restaurant, right?
SPK3007	Иә.	Yes.
	Міне.	Here, look.
SPK3011	@@ Мәссаған,	Oh wow!
	¬Сәкен қайтарда,	When Saken went back, did he fly back on the plane?
	самолетпен ұшты ма.	
SPK3007	Иә ол,	Yes, he flew back here yesterday.
	кеше ұшып келді ғой.	
	Тоже біздің артымыздан.	After we landed.
	Кешке келді.	He came yesterday.
	Семейге келіп жатты да,	He first arrived in Semey and stayed at a friend of his... and he just recently arrived.
	бір жолдасынікіне,	
	жаңа келді ол.	
SPK3011	А:,	Oh, is that because there are no planes that fly to Oskemen?
	ой.	
	Өскеменге жоқ самолет баяғы.	
SPK3007	Жоқ сол,	Yes that is the case.
	осы жерде.	There is none here.
SPK3011	Е:.	Oh I see.
	М:.	Oh I see.
SPK3007	Мынау ¬Маулияның,	This person is apparently Mauliya's someone. This one is Akosh.
	несі екен.	
	Мынау міне,	
	¬Әкөшің мынау міне.	
SPK3011	Ә- ¬Әкөшің ##,	Show me Akosh.
	Е:?	
	¬Әкөшті,	
	көрсетші осы.	
SPK3007	Мынау ¬Қазтердің әгі,	This is Kazter's that one... here, look, this one...
	міне мынау.	
SPK3011	Иә?	Yes.
	Иә иә.	Yes yes.
SPK3007	¬Әкөш.	Akosh.
SPK3011	Қане қане,	Where where?
	ойпырмау,	Oh my god!
	¬Әкөшің ол,	Akosh is a person who talks a lot.
	сөйлейді ол.	
	Ол керемет сөйлейді,	He indeed speaks a lot!
	ой а:.	Oh...
SPK3007	Құдай сақтасын,	Oh my god, indeed he does.
	сөйлейді екен.	
	Сол қалпы екен ғой өзі әкең.	He is just the same way he used to be...
SPK3011	Автомат иә.	He is just a rifle, right?
SPK3007	Бә:дік екен құдай сақтасын.	God save he is so garrulous!
SPK3011	Ой:,	Oh!
	ба:й.	My!
	Ол сөйлесе,	If he is to speak, he will do so for an hour.
	бір сағат сөйлейді.	
SPK3007	Сендер болмадыңдар деп,	He had a firm talk wit h us too, asking us why we did not bring you guys to the wedding,
	сол керемет сөйледі.	
SPK3011	А.	Come again?
SPK3007	Сендер неге болмады,	
	неге әкелмедіңдер деп,	
	керемет сөйледі.	
SPK3011	Е:.	Oh!
SPK0014	Ол кім ¬Әкөш деген.	Who is that person named Akosh?
SPK3007	Е:,	Well... He is that.. He is a relative from your grandma's side.
	ол әгі,	
	туыс болып келеді,	
	апаң жағынан бәрі.	
SPK3011	М:,	That Sashok... Where is his Amina?
	әгі,	
	¬Сәшөк,	
	¬Аминасы қайда бұның?	
SPK3007	¬Аминасы,	His Amina is also here at the wedding.
	¬Аминасы да жүр осында.	
SPK3011	Е:.	Oh I see.
SPK0014	Бәрі Алматыда тұрады ма не.	Do they all live in Almaty?
SPK3007	Иә.	Yes.
	Елу,	Apparently they have been living there for about 50-70 years.
	жетпіс жыл болды тұрады.	
	Жетпіс-,	
	інші жылдан бастап,	
	тұрады екен ғой Алматыда.	
	Жетпіс төрттен.	Starting from 1974 or 1972, not sure exactly.
	Жетпіс екіден бастап па.	
SPK3011	Алматыда иә.	You mean in Almaty, right?
SPK3007	Міне,	Look at the restaurant.. look at how big it is...
	ресторанды көр,	
	қалай жоян,	
	ё:.	OMG!
SPK3011	¬Cәкен,	Am I correct in that Saken is sitting with you there?
	сенің жаныңда отыр ғой деймін иә.	
SPK3007	Иә.	Yes.
SPK3011	Ол өзі ішеді ме екен арақ.	Does he drink at all?
	¬Сәкен.	Saken?
SPK0014	Ішетін шығар құйып.	Probably he pours himself some and drinks.
SPK3007	Кіти,	A little bit.
	коньяк ішеді екен.	He does drink a little cognac.
SPK3011	А:.	Ah I see.
	Ох ә.	
	М:.	
	Мхм.	
SPK3007	Так,	Alright...
	а:.	
	Тағы немене бар екен.	What else is there?
SPK3011	Құданы көре алмадық,	So we were not able to see the quda for some reason.
	че-то.	
	Құдағиды да көргеніміз жоқ.	We could not see the qudagi either.
	Жоқ екеуі де,	None of them are here for some reason.
	че-то.	
SPK0014	Фотода болады ата.	They are on the photos.
	Фотода,	On the photos.
	фотода болады ғой.	You will see them on the photos, grandpa.
SPK3007	Әр жерде жүр ғой бәрі.	Everyone is scattered around.
	Мынау әгі көп неткенде,	It is really hard to understand when you film it on the phone.
	ұқпай қаласың өзі.	
	Телефонмен не еткенде.	
	Страшный екен.	The restaurant is terribly good!
	Ресторан деген.	
	Міне жүр ¬Амина,	Here is Alma.
	¬Амина.	
	Ол әгі,	She is like too into religion or something like that...
	дінге беріліп кеткен бе,	
	сонда бірдеңесі бар екен әгі.	
	Немене киіп жүреді екен,	She wears that thing... Here is she.. Amina.
	міне жүр ¬Амина.	
	Мыналарға ¬Марат дегені,	This is the one named Marat..
	класстасы ма,	I guess he was [his/their?] classmate... I am not sure...
	кімдердің несі екен.	He is that thing of those people...
SPK3011	Мынау ғой ¬Амина.	This must be Amina.
SPK3007	Иә иә.	Yes yes.
SPK3011	Мынау кім.	Who is this?
SPK3007	Иә иә.	Yes yes.
	Мынау жанында жүрген,	This one who is near that person is Kalikan's younger brother.
	¬Қалиқанның бауыры екен,	
	¬Марат деген.	Named Marat.
	¬Қалиқан деген болды емес пе бізде.	You remember we had someone named Kalikan?
SPK3011	Иә иә.	Yes yes..
SPK3007	Соның бауыры екен міне.	So it is his brother.
SPK3011	¬Бибарыстың ұлы.	Bibarys's son.
SPK3007	¬Марат.	Marat.. They were living down the street above you, remember? Their hous were down the street further above ours.
	## сендер,	
	жоғары тұрды ғой,	
	үйлері.	
SPK3011	Иә,	Yes.
	кім.	That guy.
SPK3007	¬Мақатай ма еді.	Was it Makatay, I forgot..
SPK3011	¬Мақатайдың ұлы.	Makatay's son.
SPK3007	Иә иә.	Yes yes.
	Солар екен.	Exactly them.
SPK3011	Мм.	I see.
SPK3007	Танымай қалдым мен оларды.	I did not recognize them.
	¬Қалиқанды дауысынан таныдым.	I recognized Kalikan from his voice.
	Бірақ ол барған жоқ.	But he did not go.
	Ол әгі,	He.. that...
	неде отырдық қой әгі,	we were sitting at that place...
	###ның,	
	несіне барған кезде әгі.	when we went to the thing of ###...
SPK3011	Иә.	Yes.
SPK3007	Қонақ асына барған кезде,	When we went to konak asy, he was sitting by me.
	жанымда отырды.	
SPK3011	Е.	Ah I see.
SPK3007	Сонда айтты мынау,	So he said that...
	##,	
	таныдым мен былай.	I recognized him...
SPK3011	Е:.	I see.
SPK3007	Е ¬Аминасы,	Oh apparently Amina was captured on video...
	түсіпті ғой мынау.	
SPK3011	Е: ¬Амина,	Oh I see Amina wrapped something around her head.
	басына,	
	## байлап алыпты.	
SPK0014	Жоқ па басқа фото?	Is that all? Aren't there any other photos?
SPK3007	Білмеймін,	I do not know.
	осы ғана енді.	Only this.
	Так мынау кім.	Alright let me see this one... who is this...
	Қөш көрдік,	It says welcome...
	¬Марияш дейді,	Mariyash..
	¬Сәкө,	Sake...
	##.	
	Е:	
	аман болсаң,	
	ұзақ шықса.	
SPK0027	Ағайындарға кірмеші.	Do not open the Againdylar group chat. No, I mean do open that chat [and see the photos from there]
	Кірсеңші.	
SPK3007	Ағайындар жоқ міне,	That's the thing... There is nothing in Againdylar. We have been through all photos and videos.
	бітіп қойды ғой.	
	Ештеңе жоқ.	
SPK0014	Бүйтесің папа.	Dad, this is how you do it... let me show you...
	Былай кіресің.	This is how you access it..
	Әкелші көрсетемін.	Give me your phone, I will show you.
	Міне.	Here, look.
	Мынаған басасың,	You press on this...
	қазір айтамын.	I will tell you, just wait a sec.
	Тұра тұр.	
	Ағайындар қайда,	Where is the Againdylar group chat?
	ағайындар.	
SPK3011	Мынау Қалжыр ауылы дейді ғой.	It says Kalzhyr village.
SPK3007	Қалжырдың неменесі ол.	It is the thing [a group chat] for Kalzhyr people.
	Немене бар екен,	Let's see what's in there.
	қане Қалжырды көрейік.	
	(H)	
	Оларда бәрі аман ба екен.	Let's see if all is good in there.
SPK0014	Жоқ жоқ папа,	No no, dad, I mean you should see that one...I mean the wedding...
	нені көрсетші,	
	тойды айтамын.	
	Берші.	Give me the phone.
SPK3007	Ол міне,	That thing is here...
	ағайындар міне тұр ғой.	The Againdar groupchat is here...
SPK0014	Бүйтесің,	You do like this...
	міне мына жерге кіресің.	You go here..to this place, do you see..
SPK3011	Қалжыр деп неге,	Why did they write Kalzhyr?
	жазып қойған.	
SPK0014	Медиа дейсің.	You go to media.
SPK3007	Қалжырда,	It is just that they made a group chat here so that you can hear all the news from there..
	топқа кіргізіп қойған ғой әгі,	
	жаңалықтың барлығын осы жерден естисің.	
	Өлген,	Who died and what not - everybody can be aware of that ... because somebody just sends these new here to everybody...
	кеткен,	
	ана мынаудың,	
	бәрін әгі жіберіп,	
	біреу басып,	
	жібере салады сол ішінде бәріне,	
	содан кейіп біз естіп қоясың,	
	анау естиді,	
	мынау естиді.	
	(H)	
	Так.	Alright.
SPK0014	Міне фото.	Here are photos...
SPK3011	Иә.	Yes.
	Көріп отырмын.	I can see.
SPK3007	Болды басқа,	There is any more interesting in there. That's all. The rest of it is...   Seems like there are many small photos int here.
	түгі де жоқ мына жақта,	
	қалғандар әгі,	
	фотоға түстік,	
	кішкентай фотолар көп, секілді ғой.	
	(H)	
SPK0014	Міне,	Here.
	қазір.	Hold on.
	Мынау кім.	Who is this?
SPK3007	¬Әмірбек.	This is Amirbek.
	Мынау ###,	This...
	¬Сәкеннің әкесі мынау.	Saken's dad.
SPK3011	Иә.	Yes.
SPK3007	Мынау ¬Сәкен ғой.	This is Saken, you know.
SPK3011	Ол,	This..
	мынаны қайдан түсіріп алған мынаны.	Where did they get it from?
SPK3007	А.	Come again?
SPK3011	Мына ¬Әмірбекті қай жерде түсіріп алған.	From where did they take Amibek's picture?
	Фотода түсірген ғой.	Is it from an actual photo?
SPK3007	Мынау фотодан,	They apparently took it from a photo.
	түсіріп қойыпты ғой.	
	Маған жіберіп қойған.	They send it to me afterwards.
SPK3011	Е:.	I see.
SPK0014	Кім,	Who did that?
	кім түсірген.	
SPK3007	¬Сәкө ме,	I do not know if it was Sako or someone else...
	біреу жіберген ғой.	
SPK3011	Е:.	Oh I see.
SPK0014	Міне.	Here.
SPK3011	Кім.	Who is this?
SPK0014	Келін.	The kelin.
SPK3007	Келін тұр міне,	Here is the kelin, standing...
	А деп міне,	The wedding just strated, and Dake was starting everything..
	той басталған енді,	
	¬Дәке,	
	бірінші тастап жатыр.	
	Міне,	Here, look...
	¬Назгүл әгі,	Nazgul is standin there too because she is the kelin's zhenge...
	жеңгесі болып тұр ананың.	
SPK3011	Е:.	I see.
	¬Назгүл тұр ғой жанында.	Nazgul is standing beside her.
SPK3007	Иә ¬Назгүл бен,	Yes, Nazgul and Aset's kelin are standing beside.
SPK3011	Е.	
SPK3007	¬Әсеттің келіні тұр.	
SPK3011	E:	I see.
SPK3007	Екі келін де.	Both kelins.
	Мынау беташар болып жатқаны ғой.	This is when betashar was happening.
	Ана біз,	That... us...
	шығып,	They are alreading come and putting that thing [money] in.
	не тастап жатыр уже.	
SPK3011	Беташарға,	Do they put money in during for betashar?
	ақша тыстайды ма екен.	
SPK3007	Иә.	Well yes.
SPK3011	А: (Hx)	
	Ой әгі,	Oh that..
	ресторан,	Restaurant...
	тамада деген болады ма екен?	Are there tamadas in there?
SPK3007	Енді,	Well, of course they are all here.
	тамадалар жүр ғой бәрі.	
SPK3011	Жоқ,	No I mean does tamada host everything too?
	тамада жүргізеді ме екен соның бәрін.	
SPK3007	Иә.	Yes.
SPK3011	Тойды.	I mean host the wedding party...
SPK3007	Ана бір,	You know there are those very popular tamadas... so it is them who host.
	знаменитый,	
	знаметиный,	
	тамадалар бар,	
	солар жүрзіді ғой.	
SPK3011	Солар жүргізді ме.	Or did those people host?
SPK3007	Иә.	Yes.
	Танымаймын мен.	I do not really know them.
SPK0027	Беташар істеп жатқан,	The one who is the unveiling is Kairat's friend.
	¬Қайраттың жолдасы,	
	СДИ-да бірге оқыған.	They studied at SDI together.
SPK3011	Е:.	Oh I see.
	¬Қайратпен бірге оқыған дейді.	So they say he studied together with Kairat.
SPK3007	Өскеменнің баласы,	He is an Oskemen guy... apparently studied here.
	осында оқыпты ғой.	
SPK3011	Е:.	Ah I see.
SPK3007	Бірге жолдас.	They are friends.
SPK3011	Мхм.	I see.
	Сол,	So it is him who did the unveiling?
	беташарды ғой.	
SPK3007	Иә.	Yes...
	Бет ашып жатқан сол әгі.	The person doing the unveiling is him.
SPK3011	М:.	Oh I see.
	Жалпы,	So there is tamada who is hosting..
	тамада бар ғой,	
	##,	
	жүргізіп жүрген.	
SPK3007	Ой көп.	Oh, a lot!
	Тамада да,	There are a lot of them... tamada, dancers, you name it.
	биші де,	
	неше түрлілер бар.	
	Группа ғой бұл.	It is a team.
SPK3011	(Hx)	
SPK0014	Такс,	Alright...
SPK3007	Жаңағы,	That one just now...
SPK0014	фотоны көрдің бе.	Did you see the photos?
	####.	
SPK3007	Көрген ол жаңа.	It is the one we saw just now...
SPK3011	Мына мына,	This this..
	¬Нұргүл ғой.	this is Nurgul right?
SPK3007	Иә,	Yes...
	жаңа қайда кетті.	Where did that the one I saw just now go?
SPK0014	Міне мына мен,	Look, these... show these photos...
	мына фотоларды көрсет міне.	
	¬Қайраттарды:.	The photos of Kairat and others.
SPK3007	Жоқ,	No...
	мыналар керек жоқ.	These are of no need.
	(H)	
	Мына жақта.	Here...
	Басқа,	Other...
	бір нәрсе ештеңе жоқ қой.	There is nothing else...
	Енді аналар,	Well those...
	қазір,	Wait...
	##—	
SPK3011	Мә мынау кім.	Oh who is this?
SPK3007	¬Мақат,	Makat and Zhaukhar.
SPK0014	¬Жауһар.	Zhaukhar...
SPK3007	пен ¬Жауһар ғой ол.	
SPK3011	¬Жауһар.	Zhaukhar.
SPK0027	¬Қайсар ағаның фотосын көрсетсеңші ей.	Show the photos of uncle Kaisar.
SPK3007	Көрсеттім.	I did.
SPK0014	Көрсетіп қойды.	We already did.
SPK0027	¬Айсұлуды жіберген.	There were also Aisulu's pictures.
SPK3011	Немене дейді.	What did she say?
	Әгі,	That...
	апаң бірдеңе істеп жатыр ма.	is your grandma doing something?
	Мынау кім.	Who is this?
SPK3007	Мынау сен,	This is you..
	ойбай иә,	Ah yes, it is the one you took just the other time..
	ана жолы түскенсіңдер ғой.	
SPK3011	А.	Oh.
	Е:.	Oh.
SPK3007	Осы жолы,	Oh there are also those pic they took just the other time.
	түскендер бар екен ғой.	
	Ана,	
	тәтемнің,	When it was my mom's birthday.
	туған күнінде ###.	
SPK3011	Иә.	Yes.
SPK3007	(Hx)	
SPK3011	####	
SPK3007	(Hx)	
	Е міне,	Oh here, I apparently have a photo standing beside the kelin.
	келіннің жанында да түсіппін ғой мен.	
	¬Қайрат үшеуіміз.	Me, Kairat, and the kelin.
SPK0014	Қане.	Where... show me..
	Айтып тұрмын ғой,	I am telling you to show these photos.
	осы фотоларды көрсет.	
SPK3011	(Hx)	
SPK3007	Міне.	Here.
SPK3011	Иә,	Yes.
	мынау,	This is the kelin, right?
	келін иә.	
SPK3007	Келін иә.	Yes, the kelin.
SPK3011	А.	Ah I see.
	¬Қайрат eмес пе.	Isn't it Kairat?
SPK3007	¬Қайрат үшеуіміз иә.	Yes, Kairat, kelin and me...us three.
SPK3011	Иә.	Yes.
	А:.	Ah...
SPK3007	(H)	
	(Hx)	
SPK0014	Мынау немене.	What is this?
SPK3007	Мынау осы.	This is that.
SPK0014	Ресторан ба?	Is it Kairat's restaurant?
	¬Қайраттың.	
SPK3007	Иә анау,	Yes, that...
	шығып,	it is the beginning of everything where people were starting to come out..
	басталғай жатқаны ғой.	
	Қазір шығады әгі ###.	Now should that come out...
SPK0014	Недеген үлкен ресторан.	What a bit restaurant!
SPK3007	Жо:ян деймін.	It is gigantic!
	Құдай сақтасын.	God save!
SPK3011	Неше жүз кісі сиятын ресторан.	How many people can it accomodate?
SPK0014	Мәссаған.	Oh my!
SPK3007	Тәрелкеге дейін алтын ғой.	Everything down to even the plates are golden.
	Позолоченный.	Gilded.
SPK3011	А?	Oh really?
SPK3007	Тәрелке қасықтарыңның бәрі.	The spoons, plates, everything...
SPK3011	Туй а,	Oh wow! Everything is gilded?
	бәрі позолоченный.	
	Ол кімнің рестораны әгі.	Whose restraurant is that?
SPK3007	Білмеймін бір.	I do not know.
	Крутой ###,	Some rich..
	қайдан білемін.	How could I know..
SPK3011	Е:.	Ah..
	Әйту ущербты әгі,	Did you say that the expenses were paid by Kairat's boss?
	¬Қайраттың бастығы,	
	төледі дедің бе.	
SPK0014	¬Қайраттың бастығы төлеп пе?	Did Kairat's boss pay for the restaurant?
	Ресторанға.	
SPK3011	Сол ущербын бәрін,	They say all the expenses were handled by him.
	сол төлеп отыр дейді.	
SPK0014	М:,	That is nice.
	қандай күшті.	
SPK0027	Он бес мың.	15 thousand.
SPK3011	Бір орының,	Does one person's seat cost 15 thousand?
	он бес мың дейді ме өзі.	
SPK0014	Мәссаған.	Oh really?
	Недеген қымбат.	That's so expensive!
SPK3011	@@ айтпа деймін.	That's what I am saying.
SPK3007	Енді сен мынаны алып,	And being able to just casually pay all the expenses is also indicative of something...
	жаба салған тоже,	
	####,	
	не халям-балям ғой.	
	Сюрприз жасаған,	It was a surprise from him [for Kairat.]
SPK3011	Да.	Yes.
SPK3007	президенті.	The president's surprise...
SPK3011	Немене.	What do you mean?
SPK3007	Жасаған,	I am saying that it is his boss who did the surprise...
	сюрпризі деймін,	
	бастығының.	
SPK3011	Иә.	Yes.
SPK3007	Енді бірақ жауып бере салды ғой әне.	You see he just paid all the expenses...
SPK3011	Е:.	Oh I see.
	Е:.	I see.
SPK3007	Төрт миллион дейді ме,	They said 4 million was spent apparently..
	кетіпті ғой ақша.	
SPK3011	А.	Come again?
SPK3007	Төрт миллион кетіпті ме.	They said the total expenses were 4 million or something...
SPK3011	Ресторанға?	You mean on the restraurant...
SPK3007	Жоқ вообще,	No, for the entire wedding...
	тойға осы.	
SPK3011	Тойға?	For the wedding?
	##.	
SPK0014	Не,	That..
	ресторанның,	Just the rent itself costs 1 million?
	арендасының өзі бір миллион ба.	
SPK3007	Бір жарым миллион ###.	1.5 million.
SPK0014	Мәссаған,	Oh wow!
	папа кетші бар.	Oh dad, are you serious!
	Ужасно ғой мынау.	That is like terrible.
	@@	
SPK3011	Сонда бар жоғы,	So, they spent only 4 million only?
	төрт милиион кетіп пе.	
SPK3007	Сондай кетті дейді ғой.	They said thay they spent that much!
SPK3011	Кім айтады.	Who said that?
SPK3007	Жаңағы,	Saken was saying that.
	¬Сәкен айтып отырған.	
SPK3011	Е:.	Ah..
SPK3007	Сондай кетіпті деп.	He was saying that that much was spent.
SPK3011	Кетеді кетеді.	Of course they'd spend this that much.
	Аз кетірмейді.	I cannot imagine a fewer amount.
	Қызықсың.	You are weird if you think that...
	Кругом ақша әкең.	Money is everywhere!
SPK3007	Енді мында сол мына,	So here you just pay and you do not organize anything...you do not bother looking for stuff.. [all is ready]
	лақтырдың,	
	ештеңе іздемейсің,	
	анаған барып,	
