speaker	span	translation
SPK6011	А, сендерде.	Oh, only you.
SPK6010	лингвистикада,	
	ВЛЛ-да точнее.	
SPK6011	Бірақ capstone-ды жаппасан типа,	But you cannot get accepted for a master's degree if you did not write a capstone project, right?
	магистратураға бара алмайсын вроде как,	
	да?	
SPK6010	Ну,	Well, it is preferable to write one because it shows that you did an individual research on your own.
	желательно capstone-ды жазуға, если магистратураға барсан,	
	типа,	
	вот,	
	индивидуальный проект жасадым деп,	
	өзім research жасадым деген нәрсе ғой.	
SPK6011	М.	Oh, okay.
	М,	Who does not have a capstone project? ECON and PLS students, right?
	бізде кім жазбайды?	
	ECON жазбайды,	
	PLS тоже жазбайды, иә?	
SPK6010	Білмеймін.	I do not know.
SPK6009	P-,	What is PLS?
	PLS деген не?	
SPK6010	Political.	Political.
SPK6011	Political,	Political science.
	science.	
SPK6010	Кажется жазбайды ол.	I think they do not have it.
SPK6009	А, PSIR мен PLS бір ме,	Ah, PSIR and PLS are one thing, right?
	бір нәрсе ме?	
SPK6010	PSIR жазады.	PSIR have a capstone project.
SPK6011	Ой,	Oh, right, it is PSIR, not PLS.
	какой PLS,	
	иә, PSIR.	
SPK6009	А, басе.	Ah, now I get it.
SPK6011	QQ	QQ
SPK6010	PSIR-да.	Yes, it is PSIR.
SPK6011	(H)	(H)
	PSIR, ECON,	PSIR, ECON, and who else?
	COUGH	
SPK6010	COUGH	(COUGH)
SPK6011	тағы кім?	
SPK6010	CS-та у них,	Computer science students have a senior projects, which is similar to capstone.
	senior project,	
	capstone,	
	сияқты нәрсе, но project.	
SPK6011	Ну, ладно,	Well, I would not cound it then.
	оны санамай-ақ қоямын онда.	
	Биология?	Biology?
SPK6009	Олар да жаза ма?	They also do write [the capstone project]?
SPK6011	М, жоқ, менде просто типа сұрақ,	Oh, no. I am just asking if they write or not.
SPK6009	А.	Аh, okay.
SPK6011	жаза ма жазбай ма.	
	Жазбайды ғой деймін, иә?	I do not think they have it, right?
SPK6009	М.	Hmm.
SPK6010	Жазады.	They have...I do not know.
	Білмеймін.	
SPK6011	Химия?	Chemistry?
	М,	Hmm...
	м,	
SPK6009	А соц пен антро-,	What about sociology and anthropology?
	пология?	
SPK6010	Соцтар жазады.	Sociology students have a capstone project.
SPK6011	Олар жазады.	They write it.
SPK6009	Тарих?	History?
SPK6011	Жазады.	[They] write it.
SPK6010	Гумдардың көбісі жазады,	Most of humanities have a capstone project but they got a choice to write one or not eariler [than linguistics students].
	только оларда тоже, кажется,	
	COUGH	
	пораньше было,	
	то, что можно было не писать деген нәрсе,	
	бізде, например, обязательный болды,	It was compulsory for us, for example, but starting from this year you can take two of four hundred level courses instead of the capstone project.
	если хочешь выпуститься,	
SPK6011	Мхм.	Yes.
SPK6010	обязательно capstone жазасың.	
SPK6009	М.	Oh, I see.
SPK6010	Мына жылдан бастап,	
SPK6009	(H)	(H)
SPK6010	они сказали можно просто екі,	
	төрт жүз,	
	курс алуға и все.	
SPK6011	Мхм.	Yes.
SPK6010	Получается екі,	So, you take two of four houndred level courses as a core requirement and two of four hundred level courses instead of the capstone project.
	екі,	
	core,	
	core requirement,	
	екі төрт жүз кус,	
	курс,	
	и,	
	төртінші курста,	
	екі төрт жүз ку-,	
	курс аласың,	
	короче төрт төрт жүз курс.	
SPK6011	М, core requirement-та үш жүз бен төрт жүз ғой,	No, you can also take a three hundred level courses as a a core requirement.
SPK6010	А,	Yes, basically, you take four of four hundred courses.
	ну, короче,	
SPK6011	типа,	
	да.	
SPK6009	(H)	(H)
SPK6010	и,	
	төрт аласың төрт жүз.	
SPK6011	Бірақ төрт жүз деген аз ғой бізде,	But we have only a few of four hundred courses.
	курстар в целом.	
SPK6010	У нас вообще,	Everything is unclear here.
	какой-то непонятный вообще.	
SPK6009	COUGH	(COUGH)
	(H)	(H)
SPK6010	Барлық. который интересный курстар,	All the courses that were interesting to me were during the first and second years.
	бірінші курста болған менде,	
	екінші курспен.	
	Оның барлығын,	All of them were always taken by senior students, and I did not have time, like there was never a place for me.
	senior-лар алған,	
	маған уақыт,	
	типа не хватало мест никогда.	
	Мен senior болғанда,	When I am a senior student, all courses are bad.
	беспонтовые все курсы.	
SPK6009	QQQ	QQQ
SPK6011	QQQQ	QQQQ
SPK6010	(TSK)	(TSK)
	Не честно вообще.	So unfair.
SPK6011	По идее осы жолы аз болды,	Actually, there were only a few courses this time.
	курстар.	
SPK6009	Ол сонда өзгере бере ме курстар,	So, your courses may change? Why?
	неге?	
SPK6010	Профтар,	Sometimes professor have no time, or there is no professor.
SPK6009	А.	Аh, I see.
SPK6010	профтардың уақыты бар,	
	жоқ,	
	проф өзі жоқ бар ма.	
SPK6009	QQ	QQ
SPK6011	Q	Q
SPK6010	¬Petrakis кетеді.	¬Petrakis leaves [the university].
SPK6011	Yes.	Yes.
SPK6009	Кім?	Who?
SPK6010	Профессор,	Professor whose I am a fan of.
	фанатпын.	
SPK6011	Q	Q
SPK6010	QQQ	QQQ
SPK6011	Бізде тоже неміс тілінен,	My german language professor also left.
	профессор кетіп қалды,	
	капец күшті болған,	She was really good.
	м.	
SPK6010	Қандай major-сыңдар?	What major are you?
SPK6011	М?	What?
SPK6010	Қандай major-сыңдар?	What major are you?
SPK6011	Major-сыңдар?	Major?
SPK6010	Да.	Yes.
SPK6011	Мен ВЛЛ-мын ғой.	I am also WLLC.
SPK6009	QQ	QQ
SPK6011	QQ	QQ
SPK6009	М- механик.	Mechanical.
SPK6010	А.	Oh.
	QQ	QQ
SPK6011	QQQ	QQQ
SPK6009	COUGH	(COUGH)
SPK6010	Самый важный вопрос.	The most important question.
	QQ	QQ
SPK6009	Атың кім деп еді деп пе?	So, what is your name?
	(H)	(H)
SPK6010	QQQ	QQQ
SPK6011	Q	Q
SPK6009	COUGH	(COUGH)
SPK6010	¬Әйгерім.	Arailym.
	QQQ	QQQ
SPK6009	(H)	(H)
SPK6010	(H)	(H)
SPK6009	¬Анар.	¬Anar.
SPK6010	¬Mary-дан курс алдың ба?	Did you take courses from ¬Mary?
SPK6011	¬Алия.	¬Aliya.
SPK6009	(H)	(H)
SPK6011	¬Mary?	¬Mary? No.
	Жоқ.	
SPK6010	Ал,	Take one, it will be an easy A.
	easy A.	
SPK6011	Страшно QQ.	I am scared.
SPK6010	Аха,	No, easy A, you should take her courses. I have taken all of her courses.
	easy A,	
	ала бер.	
SPK6009	(H)	(H)
SPK6011	Ну ладно.	Okay.
SPK6010	Мен оның,	
	барын курсын алғанмын.	
SPK6011	(Hx)	(Hx)
SPK6009	Неге ВЛЛ-ға түстіңдер?	Why did you choose WLLC?
	(H)	(H)
SPK6010	Биолог болғанмын мен.	I was a biology student.
SPK6011	Q	Q
	Мен тілдерді оқығым келген просто,	I just wanted to learn languages.
SPK6010	QQ	QQ
SPK6009	Q	Q
SPK6011	все.	
SPK6010	Мен просто биолог болғым келген жоқ.	I did not want to be a biology student.
	Биолог болып түстім,	I was admitted as a biology student but then I transferred.
	сосын перевелась.	
SPK6009	А.	Oh, I see.
SPK6011	М.	Mmm.
SPK6009	И сен қай тілдерді оқып жатырсың?	So, what languages are you learning? German and?
	Неміс,	
	сосын?	
SPK6011	М,	So, I took German in Spring.
	мен по идее,	
	spring-та.	
	неміс тілін алдым.	
SPK6009	Мхм.	Yes.
SPK6010	Алып келемін.	I will bring it.
SPK6011	Fall-да мен,	In Fall, I also took German and I think that is it.
SPK6009	(H)	(H)
SPK6011	тоже неміс тілін алдым,	
	кажется, больше алған жоқпын.	
SPK6009	А.	I see.
SPK6011	Білмейін просто последний раз.	The last time I took Chinese among others.
	қытай тілін алғанмын басқалардан.	
SPK6009	О.	I see.
SPK6011	Вот,	But I did not study it much.
	но мен оны,	
SPK6010	¬Daisy.	¬Daisy.
SPK6011	дұрыс оқыған жоқпын QQ.	
SPK6010	¬Daisy ма?	Was it ¬Daisy?
SPK6011	Мхм.	Yes.
SPK6010	Милашка.	She is a cutie.
SPK6009	(H)	(H)
SPK6010	COUGH	(COUGH)
SPK6011	Но менде басында,	But I had another teacher, I mean professor, in the beginning course.
	жүз бірде басқа мүғалім болды,	
SPK6010	А.	I see.
SPK6011	профессор точнее.	
SPK6009	(H)	(H)
SPK6010	Мен ¬Daisy-мен алғанмын,	I took the beginner classes with ¬Daisy.
	beginner-ді,	
	бірінші.	
SPK6011	Маған негізі,	To be honest, I liked the first teacher because she was from Taiwan.
	ана мұғалім ұнаған,	
	потому что ол короче,	
SPK6009	А, рақмет.	Oh, thank you.
SPK6011	Тайваньнан.	
SPK6010	Мхм.	I see.
SPK6011	И типа,	She was really cute and good at explaining everything.
	ол прям капец милашка болды да,	
	и онымен бәрі,	
	прям,	
	түсінікті болды.	
	М, ¬Daisy-ға жүз екіге көшкен кезде ол,	When we switched to ¬Daisy in 102 class, she suddenly started speaking in Chinese during class.
	что-то резко,	
	қытайша сөйлеп кетті де,	
SPK6009	QQ	QQ
SPK6010	А.	Oh, she used to speak in Chinese in 101 class too.
SPK6011	сабақта прям.	
SPK6010	Ол бір,	
	бір жүз бірде тоже қытайша сөйлеген бізбен.	
SPK6011	Иә,	Yes, but we are not used to that and it was after summer, so we did not remember much.
	ал біз оған үйренбегенбіз,	
	типа еще жаз өтіп кетті,	
	типа вообще,	
SPK6009	А.	I see.
SPK6011	пустота,	
SPK6009	Q	Q
SPK6010	QQ	QQ
SPK6011	туман.	
	И,	She started speaking Chinese right away, so I was like wow and my motivation dropped.
	этот,	
	сразу бастайды да,	
	и я такая отырамын,	
SPK6010	Иә.	Yes.
SPK6011	вау деп.	
	И менің мотивациям короче вот так,	
SPK6010	COUGH	(COUGH)
SPK6011	вчух,	
SPK6010	¬Ming лаошы,	Teacher ¬Ming,
SPK6011	кетіп қалды.	
	Да.	Yes. I also took and passed the 201 class and I am still shocked that I passed it.
SPK6009	А.	I see.
SPK6011	Но мен екі жүз бірді тоже алдым,	
SPK6009	(H)	(H)
SPK6011	жаптым,	
	нормально типа.	
SPK6010	QQ	QQ
SPK6011	До сих пор ойлап отырмын,	
SPK6009	(H)	(H)
SPK6011	қалай мен жауып тастадым оны деп.	
SPK6009	Q	Q
	(H)	(H)
SPK6011	(H)	(H)
SPK6009	А қандай қытай тілі?	Which Chinese is it? Is it Mandarin or?
	Типа мандарин,	
	или?	
SPK6011	Мхм.	Yes, right.
SPK6010	Мандарин, иә.	Mandarin, yes.
SPK6009	Китайский.	
SPK6011	Мхм.	
	Вот.	Right.
SPK6009	Манда-.	What is Mandarin in Kazakh?
	Мандариннің, қазақшасы қалай екен?	
SPK6011	М.	Hmm.
SPK6010	Мандарин.	Mandarin.
SPK6011	Қытай тілі,	Chinese and that is it.
SPK6010	QQ	QQ
SPK6011	все QQ	
SPK6009	(H)	(H)
	М.	I see.
SPK6011	Вот,	So, yes.
	м.	
SPK6010	Мен онымен,	I took her class when she just came to the university.
	COUGH	
	когда она только,	
	пришла в универ алғанмын,	
	бірінші жыл у нее был.	It was her first year and we were her first class.
SPK6011	М.	She is amazing because she is energetic and stays engaged no matter how many classes she had.
SPK6010	Бірінші класс болғанбыз біз.	
SPK6011	Но ол күшті,	
	типа,	
	м,	
	қанша сабақ берсе де,	
	типа,	
	сағат берсе де,	
	все равно типа,	
	энерг-,	
	энергичная деп отырады.	
SPK6010	Мхм.	Yes.
SPK6011	Это прям,	
SPK6009	Кәрі кісі ме?	Is she old?
SPK6011	stays engaged.	
SPK6010	Жоқ.	No.
SPK6011	No.	No.
SPK6010	Где то отыз.	Somewhere around thirty.
SPK6011	Отыз бірденеде ғой короче.	Yes, thirty something.
SPK6010	Мхм.	Yes.
SPK6009	А.	I see.
SPK6010	Милаха.	She is a cutie.
SPK6011	Мхм.	Yes.
	Мен еще естігем типа,	I also heard that she used to invite students and organize something during offline semesters, right?
	offline болған кезде ол,	
	студенттерді шақырып,	
	бірдене ұйымдастыратын, иә?	
SPK6010	Иә иә.	Yes yes.
SPK6009	О.	Wow.
SPK6011	Комната ой,	At her room, I mean apartment.
	QQ квартирасында.	
SPK6010	Біз не,	We had a party when classes were over after the last class.
SPK6009	Q	Q
SPK6010	бізде не болған,	
SPK6011	(H)	(H)
SPK6010	party сияқты,	
SPK6011	Вау.	Wow.
SPK6010	нәрсе.	
SPK6009	Мхм.	Yes.
SPK6010	Біт-,	
	курс біткенде.	
	последний сабақта.	
SPK6011	Как называется какой-то,	How is that holiday called?
	праздник типа,	
	м.	
SPK6009	Не істейді онда?	What people do usually at that holiday?
SPK6011	Білмеймін.	I do not know. They made some cookies.
SPK6010	Новый год па?	New Year?
SPK6011	Какой-то печенькалар жасаған	
SPK6009	QQ	QQ
SPK6010	Новый год па?	Is it New Year?
SPK6009	Хэллоуин?	Halloween?
SPK6011	Ну,	Hmm. Maybe, or was it Lunar Rabbit Year? It was associates with rabbit and moon.
	может быть,	
	типа,	
SPK6010	Новый год шығар.	It is probably New Year.
SPK6011	заячья луна ма, қалай?	
	Луна зайчик деген бір нәрсемен ассоциироваться етеді.	
SPK6010	М, мхм.	Yes.
SPK6011	Сол шығар, наверное.	Seems so.
SPK6009	Лунный заяц,	Lunar Chinese New Year of Rabbit?
	китайский новый год?	
SPK6010	Мхм.	Yes.
SPK6011	Наверное,	I guess so.
	Сонымен барғанбыз,	So, we went to her apartment for that.
	вот.	
SPK6010	COUGH	(COUGH)
SPK6011	Ол еще этот бір рет,	Once she messaged in Zoom that she has some pieces of tiramisu cake left, so take it if you are staying in dormitory.
	а, жазады,	
	типа Zoom-да жазды ғой деймін,	
	вот менде торт қалып қалды,	
SPK6009	А.	Wow.
SPK6010	QQQ	QQQ
SPK6011	кім,	
	кім дормда типа алыңдар андай мындай,	
	тирамису деп айтады.	
SPK6010	QQQ	QQQ
SPK6009	Вау.	
SPK6011	Вау деп бір қыз короче барып келді,	One girl was like 'Wow' and went there, it was quarantine at that time.
	ол кезде карантин.	
SPK6009	QQ	QQ
SPK6010	QQQQ	QQQQ
SPK6011	Вот,	What did we have other than that?
	потом неме болды тағы?	
	Бірдене болған тағы,	I remember we had something.
	QQ	QQ
SPK6010	Милаха өзі сондай.	She is so cute.
SPK6011	Мхм.	Yes.
SPK6010	Инстаграмын көрдің бе?	Did you see her Instagram?
SPK6011	Мхм.	No.
SPK6010	Инстаграмы бар, я подписана,	She has an Instagram page and I follow her. She is so cute, I guess she grows something in her apartment.
	(TSK) вообще капец милаха,	
	ана,	
SPK6009	(H)	(H)
SPK6010	не,	
	дормда,	
	кабине-,	
	фу,	
	(TSK)	
	өзінің квартирасында что-то выращивает,	
	кажется.	
SPK6011	М.	I see.
SPK6010	Соны,	So, she publishes things and writes things like happy New Year and so on. Cute.
	этот,	
	выкладывает.	
	Бірдене жазады сосын,	
	вот с новым годом деп.	
SPK6009	Q	Q
SPK6011	QQ	QQ
SPK6010	Бірдене бірдене,	
	сол cute.	
SPK6011	Мхм.	Yes.
SPK6009	Күшті,	Cool. SEDS professors do not care about anything, they do not read your emails even if you write it 5 times.
	SEDS-тің профтарына бәрібір,	
	email-ді бес рет жазсаңда оқымайды.	
SPK6011	(H)	(H)
SPK6010	QQQ	QQQ
SPK6011	QQ	QQ
SPK6009	COUGH	
	Сосын Zoom-да сұрасаң игнор,	They also ignore you if you ask them in Zoom and you cannot do anything about it.
	шығып кетеді,	
	содан кейін,	
SPK6010	QQ	QQ
SPK6009	жүресің сосын.	
SPK6010	Она еще бір рет,	Once I missed a quiz, something like that and I did a make-up quiz in her office.
	у нее короче бір quiz-ді,	
	пропустила что ли,	
	у нее make-up,	
	quiz жазғанмын.	
SPK6011	Мхм.	Yes.
SPK6010	кабинетіне барып.	
	Сосын,	So, I finished with writing the quiz and I was approaching her and then she asked if she can ask me something. I was like okay.
	quiz біткенде,	
	бумажканы алып,	
	столдың үстіне қойып жатырмын,	
	потом маған қарап,	
	можно я спрошу вопрос дейді.	
SPK6011	Мхм.	Yes.
SPK6010	Такая okay.	
	Сен типа,	She was like why are you so tall?
	(H)	
	(Hx)	
	почему ты такая высокая дейді.	
SPK6009	QQ	QQ
SPK6011	QQQQ	QQQQ
SPK6010	QQQ	QQQ
SPK6009	COUGH	(COUGH)
SPK6010	Я такая,	I was like I do not know, everyone in family is tall. Then she said that you probably have good genes.
	мен білмеймін мен,	
	типа,	
	семьям өзі сондай высокий,	
	она такая а,	
	типа,	
	генылары күшті дейді,	
	я такая QQQ	
SPK6011	QQQ	QQQ
SPK6009	QQ	QQ
SPK6011	Капец прикол.	That is so funny.
SPK6010	(H)	(H)
	Такая милаха,	She is so cute.
	вообще.	
SPK6011	Q	Q
SPK6009	А сенің бойын қанша?	What is your height?
SPK6010	Жүз жетпіс бес.	
SPK6009	Кайф.	Wow.
SPK6011	Такие азиатки же не такие деп.	She probably asked because asians are not tall.
SPK6010	А QQ	Yes.
SPK6009	QQ	QQ
SPK6010	Шаблоны,	Stereotype was demolished.
	сломался,	
SPK6011	Мхм.	Yes.
	Но қытайда бар шығар ондайлар типа,	But there has to be tall people in China.
SPK6010	Иә.	Yes, I do not remember whether it is south or north but in one of these regions in China people are tall.
SPK6011	по-любому.	
SPK6010	Бір,	
	бір жағында не,	
	север ма юг па,	
	біреуінде точно,	
	наоборот,	
	высокие барлығы.	
SPK6011	Мхм.	Yes.
SPK6010	Білмеймін қай жақта правда.	
SPK6011	Оларда еще может операция жасап жүрген,	They also probably might be doing surgery to increase their height.
	шығар типа на,	
	этот,	
	на рост.	
SPK6009	Олай жасауға бола ма?	Is it possible?
SPK6011	Мхм.	Yes.
SPK6010	Иә.	Yes.
SPK6009	А сонда қай жеріне ауыстарады?	So, what part of the body do they perform surgery on?
SPK6011	Косточкаларын кажется ұзартады ғой деймін как-то,	I guess they extend their bones or something.
SPK6010	Ол не,	No, they break the bones in legs.
SPK6011	что-то делают там.	
SPK6010	короче,	
	мына жерде,	
	аяғын несін,	
SPK6009	(H)	(H)
SPK6010	а,	
	сүйегін короче сындырып.	
SPK6009	(H)	(H)
SPK6011	Бірдене жасайды.	
SPK6010	Иә.	Yes, they break the bone and put metallic something instead, so the leg gets extended.
SPK6009	QQ	QQ
SPK6010	Анау бар ғой который,	
	темір ме,	
	длинный который,	
	кажется,	
	үсті,	
	астыңғысын,	
	аяғын сындырып,	
	косточканы, сосын,	
	металический нәрсені қояды,	
	металический нәрсемен короче,	
	увеличивают.	
SPK6009	Фу.	Ew.
SPK6011	Q	Q
SPK6010	Но ол капец,	But it is a bad surgery.
	ол беспонтовый не.	
SPK6011	Ну, потом өмір бойы жүресің,	But you would not be able to go out in hot weather your whole life.
	типа,	
	ыстықта жүруге болмайды скорее всего,	
	типа андай мынандай.	
SPK6010	М,	It is a surgery than can get bad easily.
	өмір бойы,	
	очень,	
	easy,	
	да- жаман болатын,	
	операция ол.	
SPK6011	М, потому что бізге бір балада,	Because one kid I know had flat feet and had titanium something in his leg, so he was told to walk less and do not go out in hot weather, or it will heat up.
	қатты плоскостопия болды да,	
	оған короче,	
	титановый бірдене қойды,	
	аяғына,	
	и оған потом айтты типа,	
	көп жүруге болмайды,	
	и,	
	ыстықта жүруге болмайды,	
	потому что мынау қызып кетеді типа.	
SPK6009	А.	I see.
SPK6011	Ну, опасно.	Yes, it is dangerous.
SPK6009	А қызыса не болады?	What if it heats up?
SPK6011	QQ	QQ
	Жаман болады такая.	It is going to be bad. I do not know. I did not ask about that.
SPK6010	QQ	QQ
SPK6011	Білмеймін мен,	
	типа ол жағын сұраған жоқпын.	
SPK6009	Типа балқып кете ме?	Is it going to melt?
SPK6011	Ну,	Well, I guess it is going to heat up, the temperature increases, and maybe the leg muscles could basicall get cooked. Who knows.
	совсем ыстық болып кететін шығар,	
	типа температурасы көтеріліп,	
SPK6010	Мхм.	Yes.
SPK6009	А.	I see.
SPK6011	аяқтың,	
	может быть,	
	еті,	
SPK6010	Да Q	Yes.
SPK6011	там,	
SPK6009	Мхм.	Yes.
SPK6011	пысып кетеді возможно, кім біледі.	
SPK6010	Q	Q
SPK6009	А.	I see.
SPK6010	Может быть.	Maybe.
SPK6011	Это ужасно,	It is horrible, but in general yeah.
	в общем да,	
	вот.	
SPK6010	Вот,	So, they break the leg.
	сол аяғын сындыр	
SPK6011	А,	Oh, there was another kid who got his legs extended because the lengths of his legs were different.
	еще бізде бір балаға по идее,	
	аяқ ұзартқан,	
	короче потому что,	
	оның аяқтары,	
	екеуі әртүрлі де,	
SPK6010	М.	I see.
SPK6011	ұзындықтары.	
	И типа біреуы қысқа,	He said that since one leg was shorter, it was extended.
	и оны кішкене ұзартып тастады деп айтқан.	
SPK6010	М.	I see.
SPK6011	Вот.	
SPK6010	Капец.	Holy!
SPK6011	QQ	QQ
SPK6010	COUGH	(COUGH)
SPK6009	(???)	(???)
SPK6011	Just take it.	Just take it.
SPK6009	I can't.	I can't.
SPK6010	Аллай,	God.
SPK6011	Ала сал,	Just take it.
SPK6009	(???)	(???)
SPK6010	Ала сал.	Take it.
SPK6011	Ала сал реально.	Seriosly, take it.
SPK6009	А.	Ah!
SPK6010	QQ	QQ
SPK6011	Былай бөле сал просто.	Just divide it like that.
SPK6010	Иә.	Yes.
SPK6011	Иә.	Yes.
SPK6010	Давай давай давай.	Go go.
SPK6011	Сен жейсің ғой все равно.	Anyway you are the one who is going to eat it.
SPK6009	(???)	(???)
SPK6010	Let's go let's go.	Let's go let's go.
SPK6011	Йе,	Yay!
	де такая	
SPK6009	Ура.	Hooray!
SPK6011	QQQQ	QQQQ
SPK6010	QQQQ	QQQQ
	(H)	(H)
SPK6011	Okay.	Okay. What else can you do then?
SPK6010	Ну,	I know right.
SPK6011	что поделать дейсің,	
SPK6010	ну.	
SPK6011	вот.	
SPK6010	Песочный нәрсе,	Crumbly thing will make crumbles.
	песок болады.	
SPK6009	QQ	QQ
SPK6011	QQ	QQ
SPK6010	Песочьный торт,	Crumbly cake it is.
	сондай ол.	
SPK6011	Солай,	So, I started watching documentaries, such as plastic surgery in Korea, when classes ended.
	мен,	
	сабақ біткен кезде,	
	документалкалар қарай бастадым,	
SPK6010	М, что за?	Mmm, what kind of?
SPK6011	там,	
	пластическая,	
SPK6010	(TSK) Вау.	Wow.
SPK6011	операция,	
	в Корее деп короче.	
SPK6010	QQ	QQ
SPK6011	Документалка BBC,	BBC documentaries and I also watched about modern slavery in Africa.
SPK6009	(H)	(H)
SPK6011	потом,	
SPK6009	QQ	QQ
SPK6011	а потом неме,	
	а,	
	современное рабство дегенді көрдім,	
SPK6010	Мә.	Wow.
SPK6011	Африка жақта.	
SPK6009	Африка? Мен	Africa? I suddenly remembered OnlyFans.
	OnlyFans есіме түсіп кетті.	
SPK6011	Мхм.	Yes.
SPK6010	QQQ	QQQ
SPK6011	What?	What?
	А.	Ah, yes, BBC also has something like that.
SPK6010	Иә.	Yes.
SPK6011	А, ондай тоже бар по идее BBC-да.	
SPK6010	Мхм.	Yes.
SPK6011	Но мен сондайды көрдім,	But I watched about children who were bought from young age like three years old.
	типа,	
	анда кішкентай кезден бастап,	
	үш жастап даже бастап,	
	балаларды сатып алады екен,	
SPK6010	Мхм.	Yes.
SPK6011	И олар типа,	And these children work by fishing at one lake.
	кө- бір көлде,	
	жұмыс істейді екен балық аулап.	
SPK6010	Мхм.	Yes.
SPK6011	И олар оказывается даже сетьтарда запутоваться етіп өліп қалады екен.	And they also die by fishnet.
SPK6009	GASP	(GASP)
SPK6010	GASP	(GASP)
SPK6011	Прикиньте,	And these children are sold by their parents, which is like trash, insane.
	и оны сататын,	
	ата-аналардың өздері.	
SPK6010	Иә.	Yes.
SPK6011	Это вообще,	
	типа,	
	trash,	
	жесткий.	
SPK6010	Ақша үшін.	For a litle amount of money.
SPK6011	Мхм.	And these kids, yes, shortly get saved by rescuers.
	А потом ол балаларды,	
SPK6010	Даже көп емес.	
SPK6011	аха,	
	ол балаларды короче сосын,	
	м,	
	алып кетеді,	
	типа спасательный,	
	адамдар,	
	спасaтельдер.	
SPK6010	Мхм.	Yes.
SPK6011	М,	They are taken to pensior or boarding school, where they have classes.
	потом бір,	
	білмеймін пансионат деп атай ма,	
	как,	
	интернат сияқты жерге алып келеді,	
SPK6010	COUGH	(COUGH)
	Мхм.	Yes.
SPK6011	и сол жақта балаларды оқытады короче.	
	Сосын ата-аналарын,	They search for children's parents because they can only stay there for a year because they need space for other children.
	іздейді.	
SPK6010	Мхм.	Yes.
SPK6011	И сол интернатта балалар бір жыл ғана бола алады типа максимум,	
SPK6009	М.	Mmm.
SPK6011	потому что басқалар келеді,	
SPK6010	Мхм.	Right.
	Мхм.	I see.
