speaker	span	translation
	Былай қарай салсай	
SPK1132	那个	
	看不到 екен	
SPK1133	Неге	
SPK1132	Мм 我看了 。	
SPK1133	Давай	
	істеп көрейікші	
	# 怎么看不到？	
SPK1132	奥:	
	我懂你的意思了。	
SPK1133	Түсінбедім	
	Сен не нәрседен	
	таппадым дегеніңді	
SPK1132	Сен бір маған 聊天记录 -ларды жіберіп бердің ғой	
SPK1133	А	
	ещё first look -дар	
	ана look -дарды	
	тоже жібере салшы	
SPK1132	Оны телеграмға жіберіп қойдым уже	
SPK1133	Телеграмға емес	
	Air drop-пен жібере салшы	
	Телеграмнан download	
SPK1132	好	
SPK1133	етіп жүретін емес	
SPK1132	这里面有 телеграм	
SPK1133	Иә but it's	
	麻烦死了 。	
	Жарайды қазір істеймін	
SPK1132	你先把那个存起来 ，	
SPK1133	saved message	
SPK1132	没有 ？	
	给你发了呀 ？	
	个人发了 。	
SPK1133	Ж-	
	Жоқ қой	
SPK1132	发了呀	
SPK1133	没有来	
SPK1132	没有	
	网是不是有点不太对劲 ？	
	我的也连不上网	
	等一下	
SPK1133	Сол Air drop-пен жібере салшы	
SPK1132	Қазір	
SPK1133	##	
SPK1132	我先把那个啥	
	іздеп алайыншы ана	
	(H)	
	Қазір	
SPK1133	What do you need ？	
SPK1132	你还给我发了一堆聊天记录 ғой	
	照片	
SPK1133	Қандай	
SPK1132	小红书的一些截图	
SPK1133	Иә соның ішінен жаңағы	
	ананың ішінен бар ғой	
SPK1132	这样快点	
	你给我那样聊天就直接存下来了#	
	Ау қазір иә	
SPK1133	##	
SPK1132	我这是都五月二十多号	
SPK1133	Сосын	
SPK1132	现在	
SPK1133	Қалай түсінбедім неге былай істей салмайсың	
SPK1132	(H)	
SPK1133	Міне тұр ғой	
SPK1132	奥奥奥奥	
	不是很远 екен	
	你直接选择 -ны баса сал	
	奥 @	
	##	
SPK1133	Хын	
	CLICK	
	给我磕两个头 десең иә @@@@	
	#	
SPK1132	这个存不下吗	
SPK1133	是不是厉害	
	М	
SPK1132	牛逼	
SPK1133	Ай бірақ та неге	
	ммм	
SPK1132	мм	
SPK1133	就我	
	想搭出一身这样的但是	
	感觉搭不出来撒	
SPK1132	去Zara看一下吧明天	
SPK1133	Жарайды	
	Мыналарды	
	I think it's possible	
	to	
	қайталауға	
	Қалай ойлайсың	
SPK1132	Ым	
SPK1133	Мынаны	
	мынаны	
	мынау қалай түсірілген	
	сонда	
SPK1132	Үш адам түсіріліп тұр ғой	
SPK1133	Деп ойласың ба	
SPK1132	Иә	
SPK1133	I think мынау әдемі маған	
	мынау ұнайды	
	Ай	
	неге менің телефонымнан	
	Air drop-қылып	
	жібере салмаймыз	
SPK1132	你有吗	
SPK1133	@@	
	А	
SPK1132	你有吗	
SPK1133	Иә мен	
	CREAKY ыыы өшіріп тастаған жоқпын	
	міне	
	Лайк басып қойыппын	
SPK1132	Аа	
	(H)	
	咋回事	
	咋没信号了直接这个房子	
SPK1133	Air drop	
	add	
	contact е	
	Сосын look -тарды маған тоже жібере салшы	
SPK1132	Осылай ма	
SPK1133	Мхм	
	Тез да	
	былай	
	істеген	
	Меніңше енді	
	What do you think	
	Интернет дұрыс істемей жатыр	
	#	
	(H)	
	Біз	
	ыы	
	нені	
	ана	
	костюммен кигенді	
	түсірдік па	
SPK1132	Түсірдік	
SPK1133	Ok then	
	(H)	
	ыы	
	first look	
	деп	
	жазайын ба	
SPK1132	# from look two	
	还开着呢吗	
SPK1133	Иә	
	it's open	
	қайтадан ашайын ба	
SPK1132	Мхм	
	##	
SPK1133	CLICK ой омен байланысты емес	
	Сен телефоныңның	
	мәселесі емес па өзі	
SPK1132	¬Ранна дегенді	
	басқанмын	
SPK1133	Уааа	
	Мынау осы сияқты	
	@@@@	
SPK1132	@@@@	
SPK1133	Не болды	
	Енді жазған соң	
	әдемірек жазайық та	
	It's	
	(H)	
SPK1132	Оны мен	
	COUGH	
	пока 充电 қыла тұршы	
SPK1133	А	
SPK1132	充	
	充电 қыла тұршы	
SPK1133	没有用 дейсің ба	
	Бірақ та 2ГИС-пен	
	не қыламыз ба деп ойлағанмын	
SPK1132	Яндекспен	
	Қазірше емес қой	
	先把那个##	
SPK1133	Мен	
	бірақ менікімен	
	о пысмылла	
	CREAKY ыыы	
	look	
	one	
SPK1132	Мхм	
SPK1133	Қайсыны алдымен қосайық	
	Костюм I think it's	
	most easiest one to	
	do	
SPK1132	Мхм	
SPK1133	@@	
	Байпақ киіп отырмын	
	(H)	
	А былай істеуге бола ма	
SPK1132	Жоқ	
	你没更新吧	
SPK1133	这个iPad不行吗 ？	
SPK1132	你试一下嘛	
SPK1133	(H)	
	It's possible	
	Let's do this	
	Ы	
	ой	
	ей	
SPK1132	试一下 ？	
SPK1133	CLICK	
	Ау copy	
	yep	
	长按 может	
SPK1132	Үйй	
SPK1133	А	
SPK1132	Вот	
SPK1133	Уааааа	
SPK1132	Немен 涂 қыла салшы	
SPK1133	Немен	
SPK1132	##	
SPK1133	@@@@	
	Мен де байпақ киіп отырмын @@@@@	
SPK1132	##	
SPK1133	Oh my god this looks so rediculous	
	(H) мммм	
	Не деп жазамыз	
	CLICK	
	Ыыыыы	
	Inspiration дейміз ба	
SPK1132	Ын	
	Жоқ preference	
	ыыы reference десең де болады	
SPK1133	reference	
SPK1132	#	
	#	
	不要那么粗了	
SPK1133	太细了	
	太细啦	
	reference	
	reference	
	фото	
	(H)	
	Так	
SPK1132	#	
SPK1133	Сосын	
	Осымен мен	
	ыы бірінші түскім келгені	
	мынау	
	ice cream	
	ice cream	
	ice cream	
	SINGING	
	this one	
	I want to do this	
SPK1132	Ай #	
	我应该买一个那样子的	
	衬衣	
	Жақсырақ шығады	
SPK1133	Бірақ мынау саған андай	
	бос болып шығу	
	ықтималдығы	
	сәл	
	төмендеу болып тұр ғой	
	I'm not	
	saying it in	
	ah ok	
	it's just	
	same	
	it's	
	былай тезірек екен	
	Ммм	
SPK1132	BURP	
SPK1133	Так	
	бірақ та мынаумен	
	отырған сәл ыңғайсыздау ма екен деп ойладым	
SPK1132	Ааа	
SPK1133	Анауың	
	біраз	
	(H)	
	this with ана	
	көйлекпен	
	Ақ көйлекпен	
SPK1132	Ым	
SPK1133	SINGING Ақ көйлек киген	
	SINGING көк көйлек киген	
	SINGING құрбыларым бар	
	(H) мммм	
	может	
	неден	
	Pinterest-тен тағы іздеп көреміз I think	
	қатты	
	风格 -сы келіп тұрған	
	біреуі жоқ болып	
SPK1132	Ым	
SPK1133	тұр мынадан басқа	
	好像韩式 -ырақ	
	болу керек екен иә	
SPK1132	Ым	
SPK1133	Мммм	
	міне мыналар да болмайды екен	
	Ыыыы	
	Pinterest	
	Pinterest	
SPK1132	水没烧开呢	
SPK1133	Мынау екі қыз ба	
SPK1132	Ым	
	好像是T	
SPK1133	Мммм	
SPK1132	ой 这个	
	##	
SPK1133	(H)	
	其实这个墨镜好土啊	
	сонда 这个就是那样	
	просто жәй	
	көшеде екен	
	Ай вот	
	This is something we can do	
SPK1132	Мхм	
SPK1133	(H)	
	Қане	
	save	
	Мына жер	
SPK1132	承认	
	承认	
SPK1133	Мынау ма	
	send қой	
SPK1132	Емес	
SPK1133	Мынау # download	
SPK1132	Жоқ екен	
SPK1133	Мысалы иә	
	你看这个女孩	
	ішінде	
	кигені біраз	
	андай	
	жағасы төмендеу киіпті	
	Соған 我在想说	
	是不是这样子 андай	
	吊带儿	
	андай жейдеден	
	қарағанда	
	吊带儿	
	суретке жақсырақ	
	шыға ма екен деп ойлап отырмын	
SPK1132	有可能	
SPK1133	有可能	
SPK1132	Ым	
SPK1133	SINGING	
	SINGING	
	SINGING	
	SINGING	
	SINGING	
	Мынаны	
	көпірде	
	түсуге болады екен	
	CLICK	
	我比较希望	
	我的那个裤子是阔腿裤 етін бірақ та	
	енді	
	ладно	
	шықпаған соң	
	не істейміз деп па	
	(H)	
SPK1132	杯子 -ың қайда	
	杯子 -ың бере сал	
SPK1133	Рахмет	
	Мынау тоже болып қалады	
	сенше қалай	
SPK1132	WHISPER Қайсы	
	Мхм	
SPK1133	I think it's	
	i	
SPK1132	##	
SPK1133	possible	
	to find	
	CREAKY ыыы	
SPK1132	这样子的	
	地方在	
SPK1133	like	
	иә CREAKY	
SPK1132	правый берег	
SPK1133	Правый	
	I think	
	ана Астананың	
	建筑 -лары мұндайдан	
	ана арт жағынан да табылады ма екен деп ойладым	
SPK1132	Ааааа	
SPK1133	андай	
	大理石 -мен тұрғандары	
SPK1132	Ым	
SPK1133	就是	
	这个	
	这种	
	Не дейміз	
	прям	
	硬硬的那种	
	建筑 дейміз ба 花里胡哨的 емес	
	的	
	шығатын сияқты	
SPK1132	我们拍不拍黑白的	
SPK1133	先拍	
	彩色然后再调成黑白 десем иә @	
	(H) 哇	
	this is like	
	прям	
SPK1132	Ым	
SPK1133	CREAKY ыыы	
	pose we can do	
	дейміз ба	
SPK1132	这些pose可以	
	参考一下	
SPK1133	Аттарды салып қояйық	
SPK1132	港风	
	这个	
SPK1133	对 қазір	
	WHISPER не дейді мына жер	
	##	
	Мынау	
	екеуміздің	
	аяғымызды	
	тоса тұрсын @@@	
	放大一点	
	(H)	
	Мынау артынан өзімізге де	
	кө-	
	көмек болатындай иә	
SPK1132	Ым	
SPK1133	要不多放几张吗 ？	
	多放	
	两页 жасайық па	
SPK1132	两页 жасайық иә	
SPK1133	这样子	
	就是	
	冰激凌	
	我觉得我们是不是得后面一点买 әйтпесе	
	алдын-ала алып алып	
	еріп отырса иә	
SPK1132	Сосын	
	就是道具拿了好	
SPK1133	(H) ммм	
	道具 дегенде	
	мынау	
	гүл алыпты	
	Гүл	
	白色的玫瑰花儿	
	报纸	
	do we need	
SPK1132	Иә	
	we can try	
SPK1133	##	
	Мынау	
SPK1132	Студияда	
SPK1133	#	
	мынау	
	студияда иә	
	Есіктің алдына түсу керек екен иә	
SPK1132	Ым	
SPK1133	Мынау	
SPK1132	##	
SPK1133	Не дейміз мынау #	
	CREAKY ыыы like	
	мынау 也是这样子的一个拱形结构 дейміз ба	
SPK1132	Мхм	
SPK1133	你说	
	осындай	
	is it possible to find	
	мұндай әдемі жерде	
	ыы	
	Алма-	
	Астанадан	
SPK1132	不好说	
SPK1133	不好找 иә	
SPK1132	我觉得EXPO那边得要看一看	
SPK1133	Ммм	
SPK1132	诶	
	这张照片	
SPK1133	Мхм	
SPK1132	可以在那种	
	музей 的下面	
	那个地方不是有这样子的 жер ма	
SPK1133	Иә мен де ойладым сол музейде	
SPK1132	#	
SPK1133	Негізі	
	сақтап қояйын ба	
SPK1132	Ым	
	WHISPER 暂停一下把那个	
	录音	
SPK1133	# қанша уақыт болыпты	
